META; english/fa-cup/sutton-united-v-cheltenham; 2016-11-18 20:25:53 GMT+2; 2016-12-03 15:00; e70300-dr003
Cheltenham; 6/5; 5/4; ; ; ; ; 23/20; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton United; 11/5; 2; ; ; ; ; 85/40; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/sutton-united-v-cheltenham; 2016-11-19 00:24:30 GMT+2; 2016-12-03 15:00; e70300-dr003
Cheltenham; 6/5; 5/4; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton United; 11/5; 2; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/sutton-united-v-cheltenham; 2016-11-19 04:24:07 GMT+2; 2016-12-03 15:00; e70300-dr003
Cheltenham; 6/5; 5/4; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton United; 11/5; 2; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/sutton-united-v-cheltenham; 2016-11-19 08:24:44 GMT+2; 2016-12-03 15:00; e70300-dr003
Cheltenham; 6/5; 5/4; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton United; 11/5; 2; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
