META; english/fa-cup/plymouth-v-newport-county; 2016-11-18 20:25:48 GMT+2; 2016-12-03 15:00; e70300-dr003
Plymouth; 8/11; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 7/2; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/plymouth-v-newport-county; 2016-11-19 00:24:25 GMT+2; 2016-12-03 15:00; e70300-dr003
Plymouth; 8/11; 2/3; ; ; ; ; 4/6; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 7/2; 7/2; ; ; ; ; 18/5; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/plymouth-v-newport-county; 2016-11-19 04:24:03 GMT+2; 2016-12-03 15:00; e70300-dr003
Plymouth; 8/11; 2/3; ; ; ; ; 4/6; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 7/2; 7/2; ; ; ; ; 18/5; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/plymouth-v-newport-county; 2016-11-19 08:24:39 GMT+2; 2016-12-03 15:00; e70300-dr003
Plymouth; 8/11; 2/3; ; ; ; ; 4/6; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 7/2; 7/2; ; ; ; ; 18/5; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/plymouth-v-newport-county; 2016-11-19 12:25:42 GMT+2; 2016-12-03 15:00; e70300-dr003
Plymouth; 8/11; 2/3; ; ; ; ; 4/6; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 7/2; 7/2; ; ; ; ; 18/5; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/plymouth-v-newport-county; 2016-11-19 16:25:46 GMT+2; 2016-12-03 15:00; e70300-dr003
