META; english/fa-cup/man-utd-v-reading; 2016-12-12 00:22:01 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-12 04:22:06 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-12 08:22:16 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-12 12:15:20 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-12 16:23:27 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-12 20:24:12 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-13 00:23:04 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-13 04:23:06 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-13 08:23:33 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-13 12:23:45 GMT+2; 2017-01-07 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Reading; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/man-utd-v-reading; 2016-12-13 16:25:18 GMT+2; 2017-01-07 15:00; e70300-dr003
