META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-09-30 19:48:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 18/5; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-09-30 20:24:44 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 18/5; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-09-30 21:47:48 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 8/15; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 18/5; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-09-30 23:47:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 00:23:33 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 01:05:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 01:47:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 03:47:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 04:23:04 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 7/2; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 3; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 05:47:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 18/5; ; 19/5; ; ; ; ; ; 29/10; 18/5; 7/2; 38/11; ; 31/10; ; 38/11; ; ; 7/2; ; 27/10; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 16/5; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 06:36:13 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 18/5; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 38/11; ; 31/10; ; 38/11; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 16/5; ; 16/5; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 07:47:29 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 08:23:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 09:47:26 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 1/2; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; ; ; 16/5; ; ; 7/2; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 15/4; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 11:47:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; ; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; ; ; 16/5; ; ; ; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; ; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 12:23:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; ; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; ; ; 16/5; ; ; ; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; ; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 13:06:05 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; ; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; ; ; 16/5; ; ; ; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; ; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 13:47:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; ; ; 4/7; ; ; ; ; ; 1/2; 8/15; ; 8/15; ; 3/5; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; ; ; 16/5; ; ; ; ; 19/5; ; ; ; ; ; 3; 18/5; 7/2; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 14/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; ; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 7/2; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 15:48:02 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 8/15; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 5/9; ; 3/5; ; 5/9; ; ; 4/7; ; 2/5; ; 
Draw; 7/2; ; ; 16/5; ; ; 17/5; ; 7/2; ; ; ; ; ; 29/10; 18/5; 10/3; 17/5; ; 31/10; ; 17/5; ; ; 7/2; ; 13/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 16/5; ; 16/5; ; 16/5; ; ; 7/2; ; 12/5; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 16:24:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Farsley Celtic; 8/15; ; ; 1/2; ; ; 8/15; ; 4/7; ; ; ; ; ; 8/15; 8/15; ; 5/9; ; 3/5; ; 5/9; ; ; 4/7; ; 2/5; ; 
Draw; 7/2; ; ; 16/5; ; ; 17/5; ; 7/2; ; ; ; ; ; 29/10; 18/5; 10/3; 57/17; ; 31/10; ; 57/17; ; ; 7/2; ; 13/5; ; 
Bishop Auckland; 16/5; ; ; 15/4; ; ; 18/5; ; 7/2; ; ; ; ; ; 19/5; 9/2; 7/2; 13/4; ; 16/5; ; 13/4; ; ; 7/2; ; 12/5; ; 
META; english/fa-cup/farsley-celtic-v-bishop-auckland; 2016-10-01 17:47:14 GMT+3; 2016-10-01 15:00; In Play; e70300-dr003
Farsley Celtic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 
Bishop Auckland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
