META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-02 16:23:50 GMT+3; 2016-10-04 19:45; e70300-dr003
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 12:47:19 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; ; ; 11/10; ; ; 21/20; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; ; ; 9/4; ; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; ; ; ; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 13:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; ; 1; 11/10; ; ; 21/20; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; ; 21/10; 9/4; ; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; ; ; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 15:45:31 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 16:24:00 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 1/100; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; 1/100; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 17:45:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 19/20; ; 21/20; 1; 11/10; ; ; 21/20; ; ; ; ; 21/20; 1; ; ; ; 1; ; ; ; ; 8/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; ; ; 2; 2; ; ; ; 2; ; ; ; ; 6/4; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 2; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 18:31:35 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 19:45:39 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 20:25:18 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 21:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-03 23:45:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 00:23:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 00:50:30 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 01:45:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; ; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 03:45:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 28/11; ; 14/5; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 04:23:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 28/11; ; 14/5; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 05:45:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 06:31:56 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 07:45:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 08:24:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 09:45:42 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 21/20; 1; ; 21/20; 1; 11/10; ; ; 21/20; ; ; 1; ; 21/20; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 2; 2; ; 11/5; 21/10; 9/4; ; ; 21/10; ; ; 21/10; ; 2; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 11:45:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 12:25:18 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 12:55:41 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 13:45:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 10/11; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 15:45:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 20/21; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 23/10; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 16:26:00 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; ; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 20/21; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; ; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; ; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 23/10; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 17:45:50 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; 1; 1; 21/20; 1; 1; ; 21/20; ; 1; ; ; ; ; 20/21; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; 2; 21/10; 11/5; 11/5; 2; ; 21/10; ; 2; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; 27/10; 12/5; 3; 14/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 23/10; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 18:34:16 GMT+3; 2016-10-04 19:45; e70300-dr003
Nantwich Town; 1; 1; 11/10; 1; 19/20; ; 21/20; 1; 11/10; ; ; 5/6; ; 1; 1; 21/20; 1; 1; ; 21/20; ; ; ; ; ; ; 20/21; ; 
Halesowen; 2; 2; 9/4; 21/10; 2; ; 11/5; 21/10; 9/4; ; ; 11/5; ; 2; 21/10; 11/5; 11/5; 2; ; 21/10; ; ; ; ; ; ; 19/10; ; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; ; 29/10; 13/5; 14/5; ; ; 11/4; ; 27/10; 12/5; 3; 14/5; 13/5; ; 14/5; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/nantwich-town-v-halesowen; 2016-10-04 19:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
