META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-07 20:23:36 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-08 00:23:19 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-08 04:23:03 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-08 08:23:32 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-08 12:23:33 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-westfields; 2016-11-08 16:24:17 GMT+2; 2016-11-14 19:45; e70300-dr003
Curzon Ashton; 2/7; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
