META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-10 16:23:45 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; ; ; 2/5; ; 9/20; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; 3; ; 10/3; ; ; ; 13/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wealdstone; 5; ; ; ; 5; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-10 20:24:53 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; 4/9; ; 2/5; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 7/2; ; 3; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wealdstone; 5; ; 6; ; 5; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-11 00:22:26 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; 4/9; ; 4/11; ; 4/11; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 7/2; ; 16/5; ; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wealdstone; 5; ; 6; ; 5; ; 6; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-11 04:22:59 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; 4/9; ; 4/11; ; 4/11; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 7/2; ; 16/5; ; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wealdstone; 5; ; 6; ; 5; ; 6; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-11 08:23:17 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; 4/9; ; 4/11; ; 4/11; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 7/2; ; 16/5; ; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wealdstone; 5; ; 6; ; 5; ; 6; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dagenham-redbridge-v-wealdstone; 2016-10-11 12:24:09 GMT+3; 2016-10-15 15:00; e70300-dr003
Dagenham & Redbridge; 2/5; ; 4/9; ; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
