META; english/fa-cup/chelsea-v-brentford; 2017-01-10 00:22:51 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 2/11; ; 1/5; ; ; 1/5; ; ; 1/5; 1/5; 2/11; ; 1/5; 3/16; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 11/2; 23/5; ; 5; 63/13; ; ; 5; ; ; 1/100; ; 
Brentford; ; ; ; ; ; ; 18; ; 14; ; ; 10; ; ; 12; 16; 51/4; ; 16; 57/4; ; ; 16; ; ; 1/20; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 00:22:44 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 2/11; ; 1/5; ; ; 1/5; ; ; 1/5; 1/5; 2/11; ; 1/5; 3/16; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 11/2; 23/5; ; 5; 63/13; ; ; 5; ; ; 1/100; ; 
Brentford; ; ; ; ; ; ; 18; ; 14; ; ; 10; ; ; 12; 16; 51/4; ; 16; 57/4; ; ; 16; ; ; 1/20; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 04:22:08 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 2/11; ; 1/5; ; ; 1/5; ; ; 1/5; 1/5; 2/11; ; 1/5; 3/16; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 11/2; 23/5; ; 5; 63/13; ; ; 5; ; ; 1/100; ; 
Brentford; ; ; ; ; ; ; 18; ; 14; ; ; 10; ; ; 12; 16; 51/4; ; 16; 57/4; ; ; 16; ; ; 1/20; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 08:22:01 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; ; 1/5; 1/4; 2/9; ; 1/5; 4/17; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 5; 49/11; ; 5; 79/17; ; ; 5; ; ; 1/100; ; 
Brentford; ; ; ; ; ; ; 14; ; 14; ; ; 10; ; ; 12; 14; 37/4; ; 16; 10; ; ; 16; ; ; 1/20; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 12:22:21 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; ; 1/5; 1/4; 2/9; ; 1/5; 4/17; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 5; 49/11; ; 5; 79/17; ; ; 5; ; ; 4/11; ; 
Brentford; ; ; ; ; ; ; 16; ; 14; ; ; 10; ; ; 12; 14; 37/4; ; 16; 10; ; ; 16; ; ; 23/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 16:24:09 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; ; 1/5; 1/4; 2/9; ; 1/5; 4/17; ; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; 5; ; 21/4; ; ; 9/2; ; ; 5; 5; 49/11; ; 5; 79/17; ; ; 5; ; ; 4/11; ; 
Brentford; ; ; ; ; ; ; 14; ; 14; ; ; 10; ; ; 12; 14; 37/4; ; 16; 10; ; ; 16; ; ; 23/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-16 20:23:35 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; ; 2/9; ; 1/5; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 2/9; ; ; 1/5; ; ; 2/11; ; 
Draw; 5; ; ; ; 11/2; ; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 79/17; ; 5; 63/13; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; ; 14; ; 14; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 00:21:49 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; ; 2/9; ; 1/5; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 2/9; ; ; 1/5; ; ; 2/11; ; 
Draw; 5; ; ; ; 11/2; ; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 79/17; ; 5; 63/13; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; ; 14; ; 14; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 04:22:38 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; 1/5; 1/5; ; 2/11; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 2/9; ; ; 1/5; ; ; 2/11; ; 
Draw; 5; ; ; 5; 11/2; ; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 79/17; ; 5; 63/13; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; 14; 16; ; 16; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 08:22:27 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; 1/5; 2/9; ; 1/5; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 2/9; ; ; 1/5; ; ; 2/11; ; 
Draw; 5; ; ; 5; 11/2; ; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 79/17; ; 5; 63/13; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; 14; 14; ; 14; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 12:23:21 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; 1/5; 2/9; 2/9; 1/5; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 2/9; ; ; 1/5; ; ; 1/5; ; 
Draw; 5; ; ; 5; 11/2; 5; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 79/17; ; 5; 63/13; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; 14; 14; 12; 14; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 16:24:05 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; ; ; 1/5; ; 2/9; 1/5; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 3/14; ; ; 1/5; ; ; 1/5; ; 
Draw; 5; ; ; 5; ; 5; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 47/10; ; 5; 49/10; ; ; 5; ; ; 24/5; ; 
Brentford; 12; ; ; 14; ; 12; 14; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-17 20:23:45 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; 1/5; ; 1/5; 1/5; 2/9; 2/11; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 3/14; ; ; 1/5; ; ; 1/5; ; 
Draw; 5; 5; ; 5; 11/2; 5; 11/2; ; 21/4; ; 24/5; 9/2; ; 11/2; 5; 11/2; 47/10; ; 5; 49/10; ; ; 5; ; ; 24/5; ; 
Brentford; 12; 14; ; 14; 16; 12; 16; ; 12; ; 14; 10; ; 14; 12; 14; 41/4; ; 16; 45/4; ; ; 16; ; ; 64/5; ; 
META; english/fa-cup/chelsea-v-brentford; 2017-01-18 00:22:27 GMT+2; 2017-01-28 15:00; e70300-dr003
Chelsea; 2/9; 1/5; ; 1/5; 1/5; 2/9; 2/11; ; 1/5; ; 1/5; 1/5; ; 1/5; 1/5; 2/9; 1/5; ; 1/5; 3/14; ; ; 1/5; ; ; 2/11; ; 
