META; english/fa-cup/eastleigh-v-north-leigh; 2016-10-10 16:23:47 GMT+3; 2016-10-15 15:00; e70300-dr003
Eastleigh; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; 21/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Leigh; 13/2; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-north-leigh; 2016-10-10 20:24:56 GMT+3; 2016-10-15 15:00; e70300-dr003
Eastleigh; 1/4; ; 2/7; ; 2/9; ; 1/4; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; 3/10; ; ; ; ; ; ; 
Draw; 9/2; ; 9/2; ; 4; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
North Leigh; 13/2; ; 10; ; 8; ; 11; ; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; 12; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-north-leigh; 2016-10-11 00:22:29 GMT+3; 2016-10-15 15:00; e70300-dr003
Eastleigh; 1/4; ; 2/7; ; 2/9; ; 2/9; 1/5; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; 3/10; ; ; ; ; ; ; 
Draw; 9/2; ; 9/2; ; 9/2; ; 9/2; 5; ; ; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
North Leigh; 13/2; ; 10; ; 8; ; 9; 17/2; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; 12; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-north-leigh; 2016-10-11 04:23:02 GMT+3; 2016-10-15 15:00; e70300-dr003
Eastleigh; 1/4; ; 2/7; ; 2/9; ; 2/9; 1/5; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; 3/10; ; ; ; ; ; ; 
Draw; 9/2; ; 9/2; ; 9/2; ; 9/2; 5; ; ; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
North Leigh; 13/2; ; 10; ; 8; ; 9; 17/2; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; 12; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-north-leigh; 2016-10-11 08:23:19 GMT+3; 2016-10-15 15:00; e70300-dr003
Eastleigh; 1/4; ; 2/7; ; 2/9; ; 2/9; 1/5; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; 3/10; ; ; ; ; ; ; 
Draw; 9/2; ; 9/2; ; 9/2; ; 9/2; 5; ; ; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
North Leigh; 13/2; ; 10; ; 8; ; 9; 17/2; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; 12; ; ; ; ; ; ; 
