Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 23/10; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 11/4; 13/5; 5/2; 13/5; ; 13/5; 23/10; 13/5; 13/5; 13/5; 11/4; 5/2; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 13:46:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 21/20; 10/11; 21/20; 1; 1; 11/10; 1; 1; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 12/5; 23/10; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 11/4; 13/5; 5/2; 13/5; ; 13/5; 23/10; 13/5; 13/5; 13/5; 11/4; 51/20; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 15:46:57 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 21/20; 10/11; 21/20; 1; 1; 11/10; 1; 1; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 23/10; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 23/10; 13/5; 13/5; 13/5; 11/4; 5/2; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 16:21:22 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 21/20; 10/11; 21/20; 1; 1; 11/10; 1; 1; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 23/10; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 23/10; 13/5; 13/5; 13/5; 11/4; 5/2; 5/2; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 18:34:04 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 19:46:50 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 20:23:10 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; ; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 9/4; ; 
Dover; ; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 21:46:35 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; ; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 12/5; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; ; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-04 23:46:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; ; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 12/5; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; ; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 00:21:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; ; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 12/5; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; ; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 00:59:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; ; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 12/5; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; ; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 01:46:00 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 12/5; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 03:46:03 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 04:21:40 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 23/10; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 05:46:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 06:34:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 07:46:17 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 08:21:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 5/2; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 09:46:09 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 11:46:33 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 21/20; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 51/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 12:24:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 1; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 21/20; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 13/5; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 51/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 13:12:49 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 21/20; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 21/20; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 51/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 13:46:19 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 1; 21/20; 1; 21/20; ; 21/20; 1; 21/20; 1; 1; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 21/20; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 51/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 13/5; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 15:46:24 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 21/20; 21/20; 1; 21/20; ; 21/20; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 12/5; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 27/10; 13/5; 13/5; 11/4; 13/5; 11/4; 51/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 11/4; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 16:23:20 GMT+2; 2016-11-05 15:00; e70300-dr003
Cambridge Utd; 1; 21/20; 21/20; 1; 21/20; ; 21/20; 1; 21/20; 1; 21/20; 11/10; 19/20; 21/20; 1; ; ; ; 19/20; ; ; ; ; ; ; ; 1; ; 
Draw; 5/2; 12/5; 49/20; 21/10; 5/2; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 49/20; 12/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 
Dover; 13/5; 13/5; 13/5; 5/2; 13/5; ; 27/10; 13/5; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 11/4; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 17:45:58 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Cambridge Utd; 11/8; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; 13/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cambridge-utd-v-dover; 2016-11-05 18:37:47 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Cambridge Utd; ; ; ; 1/5; 1/3; ; ; ; ; ; 1; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 7/2; 7/2; ; ; ; ; ; 11/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; ; ; ; 20; 10; ; ; ; ; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
