META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-18 20:26:05 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 9/4; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-19 00:24:39 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-19 04:24:16 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-19 08:24:51 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-19 12:25:54 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-19 16:26:11 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-20 00:25:38 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-20 04:24:06 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-20 08:24:25 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-20 12:25:24 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; ; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bolton-v-sheffield-utd; 2016-11-20 16:27:12 GMT+2; 2016-12-04 14:00; e70300-dr003
Bolton; 6/4; 3/2; ; ; ; ; 29/20; ; 6/4; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sheffield Utd; 7/4; 13/8; ; ; ; ; 17/10; ; 9/5; ; 17/10; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
