META; english/fa-cup/stamford-v-wrexham; 2016-10-10 20:25:32 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; ; 1/4; ; 2/7; ; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; ; 4; ; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; ; 7; ; 9; ; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; 21/2; ; ; ; ; ; ; 
META; english/fa-cup/stamford-v-wrexham; 2016-10-11 00:22:57 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; ; 1/4; ; 1/4; 2/9; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; ; 4; ; 9/2; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; ; 7; ; 7; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; 21/2; ; ; ; ; ; ; 
META; english/fa-cup/stamford-v-wrexham; 2016-10-11 04:23:29 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; ; 1/4; ; 1/4; 2/9; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; ; 4; ; 9/2; 9/2; ; ; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; ; 7; ; 7; 7; ; ; ; ; ; ; ; 7; ; ; ; ; ; 21/2; ; ; ; ; ; ; 
META; english/fa-cup/stamford-v-wrexham; 2016-10-11 08:23:47 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; ; 1/4; ; 1/4; 2/9; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; ; 4; ; 9/2; 9/2; ; ; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; ; 7; ; 7; 7; ; ; ; ; ; ; ; 7; ; ; ; ; ; 21/2; ; ; ; ; ; ; 
META; english/fa-cup/stamford-v-wrexham; 2016-10-11 12:24:49 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; ; 1/4; 2/7; 1/4; 2/9; 1/3; ; ; ; ; ; ; 2/7; 3/11; ; ; ; 3/11; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; ; 4; 21/5; 9/2; 9/2; 5; ; ; ; ; ; ; 9/2; 49/11; ; ; ; 49/11; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; ; 7; 11/2; 15/2; 7; 7; ; ; ; ; ; ; 7; 57/10; ; ; ; 57/10; 21/2; ; ; ; ; ; ; 
META; english/fa-cup/stamford-v-wrexham; 2016-10-11 16:25:10 GMT+3; 2016-10-15 15:00; e70300-dr003
Wrexham; 2/7; ; 1/3; 2/7; 1/4; 2/7; 1/4; 1/4; 1/3; ; ; ; 3/10; ; ; 2/7; 5/19; ; ; ; 5/19; 6/19; ; ; ; ; ; ; 
Draw; 9/2; ; 17/4; 15/4; 4; 21/5; 9/2; 9/2; 5; ; ; ; 9/2; ; ; 9/2; 74/17; ; ; ; 74/17; 9/2; ; ; ; ; ; ; 
Stamford; 11/2; ; 8; 15/2; 13/2; 11/2; 15/2; 13/2; 7; ; ; ; 13/2; ; ; 7; 59/10; ; ; ; 59/10; 21/2; ; ; ; ; ; ; 
