META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-14 16:24:36 GMT+2; 2017-01-07 15:00; e70300-dr003
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-17 04:24:45 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-17 08:24:39 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-17 12:24:57 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-17 16:25:05 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-17 20:24:29 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 00:25:35 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 04:23:00 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 08:37:14 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 12:23:27 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 16:25:37 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-18 20:24:27 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 00:22:56 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 04:22:35 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 08:23:15 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 12:22:41 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 16:22:58 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-19 20:25:12 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; 2/5; ; ; ; ; 2/5; ; 2/5; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; 7/2; ; ; ; ; 15/4; ; 4; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; 6; ; ; ; ; 13/2; ; 13/2; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 00:24:25 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; 2/5; ; ; ; ; 2/5; ; 2/5; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; 7/2; ; ; ; ; 7/2; ; 4; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; 6; ; ; ; ; 7; ; 7; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 04:24:32 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; 2/5; ; ; ; ; 2/5; ; 2/5; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; 7/2; ; ; ; ; 15/4; ; 4; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; 6; ; ; ; ; 7; ; 7; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 08:24:31 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; 2/5; ; ; ; ; 2/5; ; 2/5; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; 7/2; ; ; ; ; 7/2; ; 4; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; 6; ; ; ; ; 13/2; ; 7; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 12:25:37 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; ; 2/5; ; ; ; ; 2/5; ; 2/5; ; ; 4/11; ; ; 4/9; ; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; 
Draw; ; 7/2; ; ; ; ; 7/2; ; 4; ; ; 7/2; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
Fleetwood; ; 6; ; ; ; ; 7; ; 7; ; ; 5; ; ; 11/2; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 16:26:10 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 9/20; ; 8/15; ; ; 4/11; ; ; 4/9; ; ; 6/11; ; 8/15; ; ; ; 6/11; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; 7/2; ; ; 7/2; ; ; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 6; ; 19/4; ; ; 5; ; ; 11/2; ; ; 23/5; ; 23/5; ; ; ; 23/5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-20 20:27:22 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 9/20; ; 8/15; ; 4/7; 4/11; ; ; 4/9; ; ; 6/11; ; 8/15; ; ; ; 6/11; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 7/2; ; 10/3; ; 14/5; 7/2; ; ; 7/2; ; ; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 11/2; ; 19/4; ; 9/2; 5; ; ; 11/2; ; ; 23/5; ; 23/5; ; ; ; 23/5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-21 00:24:50 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 1/2; ; 8/15; ; 4/7; 4/11; ; ; 4/7; ; ; 6/11; ; 8/15; ; ; ; 6/11; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 17/5; ; 10/3; ; 14/5; 7/2; ; ; 10/3; ; ; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 5; ; 19/4; ; 9/2; 5; ; ; 9/2; ; ; 23/5; ; 23/5; ; ; ; 23/5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-21 04:24:53 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 1/2; ; 8/15; ; 4/7; 4/11; ; ; 4/7; ; ; 6/11; ; 8/15; ; ; ; 6/11; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 17/5; ; 10/3; ; 14/5; 7/2; ; ; 10/3; ; ; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 5; ; 19/4; ; 9/2; 5; ; ; 9/2; ; ; 23/5; ; 23/5; ; ; ; 23/5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-21 08:25:00 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 1/2; ; 8/15; ; 4/7; 4/11; ; ; 4/7; ; ; 6/11; ; 8/15; ; ; ; 6/11; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 17/5; ; 10/3; ; 14/5; 7/2; ; ; 10/3; ; ; 16/5; ; 3; ; ; ; 16/5; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 5; ; 19/4; ; 9/2; 5; ; ; 9/2; ; ; 23/5; ; 23/5; ; ; ; 23/5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-21 16:26:10 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 4/7; 2/5; ; ; ; ; 1/2; ; 8/15; ; 4/7; 4/11; ; ; 4/7; ; ; 1/2; ; 1/2; ; ; ; 1/2; ; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 17/5; ; 10/3; ; 14/5; 7/2; ; ; 10/3; ; ; 57/17; ; 10/3; ; ; ; 57/17; ; ; ; ; 
Fleetwood; 17/4; 6; ; ; ; ; 5; ; 19/4; ; 9/2; 5; ; ; 9/2; ; ; 5; ; 5; ; ; ; 5; ; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-21 20:30:16 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; ; 6/10; 4/11; ; ; 4/7; ; ; 1/2; ; 1/2; ; ; ; 1/2; 6/10; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; ; 27/10; 7/2; ; ; 10/3; ; ; 57/17; ; 10/3; ; ; ; 57/17; 3; ; ; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; ; 21/5; 5; ; ; 9/2; ; ; 5; ; 5; ; ; ; 5; 9/2; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 00:24:46 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; ; 1/2; ; 1/2; ; ; ; 1/2; 6/10; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; 14/5; 27/10; 7/2; ; ; 10/3; ; ; 57/17; ; 10/3; ; ; ; 57/17; 3; ; ; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; 17/4; 21/5; 5; ; ; 9/2; ; ; 5; ; 5; ; ; ; 5; 9/2; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 04:24:43 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; ; 1/2; ; 1/2; ; ; ; 1/2; 6/10; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; 14/5; 27/10; 7/2; ; ; 10/3; ; ; 57/17; ; 10/3; ; ; ; 57/17; 3; ; ; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; 17/4; 21/5; 5; ; ; 9/2; ; ; 5; ; 5; ; ; ; 5; 9/2; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 08:24:32 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; ; 1/2; ; 1/2; ; ; ; 1/2; 6/10; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; 14/5; 27/10; 7/2; ; ; 10/3; ; ; 57/17; ; 10/3; ; ; ; 57/17; 3; ; ; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; 17/4; 21/5; 5; ; ; 9/2; ; ; 5; ; 5; ; ; ; 5; 9/2; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 12:24:38 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; ; 4/7; ; 4/7; ; ; ; 4/7; 6/10; ; ; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; 14/5; 27/10; 7/2; ; ; 10/3; ; ; 31/10; ; 3; ; ; ; 31/10; 3; ; ; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; 17/4; 21/5; 5; ; ; 9/2; ; ; 9/2; ; 9/2; ; ; ; 9/2; 9/2; ; ; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 16:25:14 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; ; 4/7; ; 4/7; ; ; 4/7; 4/7; 6/10; ; 1/100; ; 
Draw; 16/5; 7/2; ; ; ; ; 3; ; 3; 14/5; 11/4; 7/2; ; ; 10/3; ; ; 31/10; ; 3; ; ; 14/5; 31/10; 3; ; 1/100; ; 
Fleetwood; 9/2; 6; ; ; ; ; 22/5; ; 19/4; 9/2; 21/5; 5; ; ; 9/2; ; ; 9/2; ; 9/2; ; ; 7/2; 9/2; 17/4; ; 1/100; ; 
META; english/fa-cup/bristol-city-v-fleetwood; 2016-12-22 20:25:02 GMT+2; 2017-01-07 15:00; e70300-dr003
Bristol City; 11/20; 2/5; ; ; ; ; 3/5; ; 4/7; 8/13; 6/10; 4/11; ; ; 4/7; ; 8/15; 4/7; ; 4/7; 8/15; ; 4/7; 4/7; 6/10; ; 1/100; ; 
