META; english/fa-cup/brentford-v-eastleigh; 2016-12-14 16:24:31 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-14 20:25:08 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 00:23:08 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 04:23:11 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 08:23:05 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 12:36:14 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 16:23:14 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-15 20:23:31 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-16 00:23:01 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-16 04:23:19 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-16 08:23:02 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-16 12:24:51 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-16 16:26:13 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 00:24:21 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 04:24:39 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 08:24:34 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 12:24:53 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 16:25:00 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-17 20:24:21 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 00:25:30 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 04:22:56 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 08:37:00 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 12:23:23 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 16:25:29 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brentford-v-eastleigh; 2016-12-18 20:24:20 GMT+2; 2017-01-07 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
