META; english/fa-cup/workington-v-matlock-town; 2016-10-02 16:23:52 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 07:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 08:22:11 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 09:45:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 11:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; ; ; 9/10; ; ; ; 1; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 11/5; ; ; 11/5; ; ; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 12/5; ; ; ; 14/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 12:22:30 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 10/11; ; ; ; 1; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; 5/2; 11/5; 11/5; ; ; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 12/5; ; ; ; 14/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 12:47:21 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; ; ; 1; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; 5/2; 11/5; 11/5; ; ; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 12/5; ; ; ; 14/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 13:45:35 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; ; 10/11; 1; ; ; 19/20; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 11/5; 5/2; 11/5; 11/5; ; ; 23/10; 12/5; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 12/5; ; ; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 15:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; 
Matlock Town; 11/5; 9/4; 5/2; 23/10; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 16:24:02 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 1/100; ; 
Matlock Town; 11/5; 9/4; 5/2; 23/10; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 1/100; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 17:45:38 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; ; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 4/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 23/10; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; ; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; ; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 2; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 18:31:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 19:45:41 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 20:25:20 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 21:45:45 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-03 23:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 00:23:46 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 00:50:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 01:45:38 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; ; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 03:45:46 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 13/5; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 28/11; ; 14/5; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 04:23:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 28/11; ; 14/5; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 05:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 06:31:58 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 07:45:46 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 08:24:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 09:45:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 9/10; ; 20/21; 10/11; 1; ; ; 19/20; ; ; 10/11; ; 19/20; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; ; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 14/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; ; 13/5; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 11:45:42 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 12:25:20 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 12:55:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 13:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 15:45:42 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 16:26:05 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; ; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 23/10; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; ; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 17:45:53 GMT+3; 2016-10-04 19:45; e70300-dr003
Workington; 10/11; 10/11; 1; 10/11; 5/6; ; 20/21; 10/11; 1; ; ; 4/5; ; 10/11; 10/11; 1; 10/11; 10/11; ; 1; ; 10/11; ; ; ; ; 5/6; ; 
Matlock Town; 11/5; 12/5; 5/2; 12/5; 9/4; ; 5/2; 23/10; 12/5; ; ; 12/5; ; 9/4; 23/10; 5/2; 12/5; 11/5; ; 23/10; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 5/2; ; 14/5; 13/5; 14/5; ; ; 13/5; ; 27/10; 12/5; 14/5; 11/4; 13/5; ; 14/5; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/workington-v-matlock-town; 2016-10-04 18:34:18 GMT+3; 2016-10-04 19:45; e70300-dr003
