META; english/fa-cup/westfields-v-curzon-ashton; 2016-10-30 20:24:37 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 4/7; 8/13; ; 4/7; ; 4/7; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; 5/8; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 11:47:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 7/2; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 12:22:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 17/4; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 7/2; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 13:03:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; ; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; 16/5; 31/10; ; 58/19; 13/4; ; 16/5; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; 4; 4; ; 39/10; 41/10; ; 4; 4; ; 7/2; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 13:47:35 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 3/5; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; ; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; 16/5; 31/10; ; 58/19; 13/4; ; 16/5; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; 4; 4; ; 39/10; 41/10; ; 4; 4; ; 7/2; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 15:47:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 4/7; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; 4/7; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; 4/9; 
Draw; 31/10; 10/3; 16/5; 14/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; 16/5; 31/10; 3; 58/19; 33/10; ; 16/5; 3; ; 14/5; 5/2; 
Westfields; 4; 19/5; 4; 15/4; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; 4; 4; 4; 39/10; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 16:22:14 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 4/7; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 4/6; 4/7; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; 4/7; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; 4/9; 
Draw; 31/10; 10/3; 16/5; 14/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 5/2; 16/5; 16/5; 16/5; 3; 58/19; 16/5; 31/10; 3; 58/19; 33/10; ; 16/5; 3; ; 14/5; 5/2; 
Westfields; 4; 19/5; 4; 15/4; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 9/2; 4; 19/5; 15/4; 4; 39/10; 4; 4; 4; 39/10; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 18:34:56 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 4/7; 8/13; ; 3/5; 8/13; 8/13; 11/20; 8/13; 4/6; 3/5; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; 4/7; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; 4/9; 
Draw; 31/10; 10/3; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 10/3; 5/2; 3; 16/5; 16/5; 3; 58/19; 16/5; 31/10; 3; 58/19; 33/10; ; 16/5; 16/5; ; 3; 5/2; 
Westfields; 4; 19/5; 4; 15/4; 4; ; 4; 4; 17/4; 7/2; 15/4; 9/2; 4; 4; 15/4; 4; 39/10; 4; 4; 4; 39/10; 22/5; ; 4; 4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 19:47:51 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 8/13; 8/13; 8/15; 8/13; ; 3/5; 8/13; 8/13; 11/20; 8/13; 1/2; 3/5; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; 4/7; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; 4/9; 
Draw; ; 10/3; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 10/3; 17/5; 3; 16/5; 16/5; 3; 31/10; 16/5; 31/10; 3; 31/10; 33/10; ; 16/5; 16/5; ; 3; 5/2; 
Westfields; ; 19/5; 4; 4; 4; ; 4; 4; 17/4; 7/2; 15/4; 5; ; 4; 15/4; 4; 39/10; 4; 4; 4; 39/10; 22/5; ; 4; 4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 20:24:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 4/7; 8/13; 8/15; 8/13; ; 4/7; 8/13; 8/13; 11/20; 8/13; 1/2; ; 4/7; 3/5; 4/7; 11/18; 3/5; 4/7; 4/7; 11/18; 7/11; ; 3/5; 8/13; ; 8/15; 4/9; 
Draw; ; 7/2; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 10/3; 17/5; ; 16/5; 16/5; 3; 31/10; 16/5; 31/10; 3; 31/10; 33/10; ; 16/5; 16/5; ; 3; 5/2; 
Westfields; ; 4; 4; 4; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 5; ; 4; 15/4; 4; 39/10; 4; 4; 4; 39/10; 22/5; ; 4; 4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 21:47:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 4/7; 8/13; 8/15; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; ; 6/10; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 8/13; ; 4/7; 1/2; 
Draw; ; 7/2; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 7/2; 17/5; ; 16/5; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; ; 4; 4; 4; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 23:47:33 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 4/7; 8/13; 8/15; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; 4/7; 6/10; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 8/13; ; 4/7; 1/2; 
Draw; ; 7/2; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 7/2; 17/5; 16/5; 16/5; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 5/2; 
Westfields; ; 4; 4; 4; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 00:22:34 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 4/7; 8/13; 8/15; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; 4/7; 6/10; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 8/13; ; 4/7; 1/2; 
Draw; ; 7/2; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 7/2; 17/5; 16/5; 16/5; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 5/2; 
Westfields; ; 4; 4; 4; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 01:00:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; ; 4/7; 8/13; 8/15; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; 4/7; 6/10; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 8/13; ; 4/7; 1/2; 
Draw; ; 7/2; 16/5; 14/5; 10/3; ; 7/2; 16/5; 3; 7/2; 7/2; 17/5; 16/5; 16/5; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; ; 4; 4; 4; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 01:46:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 4/7; 8/13; 11/20; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; 4/7; 6/10; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 8/13; ; 4/9; 2/5; 
Draw; 31/10; 7/2; 16/5; 16/5; 10/3; ; 7/2; 16/5; 3; 7/2; 7/2; 17/5; 16/5; 16/5; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 7/2; 13/5; 
Westfields; 4; 4; 4; 7/2; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 03:46:58 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 4/7; 4/7; 11/20; 8/13; ; 4/7; 8/13; 8/13; 11/20; 4/7; 1/2; 4/7; 6/10; 3/5; 4/7; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 3/10; 
Draw; 31/10; 7/2; 10/3; 16/5; 10/3; ; 7/2; 16/5; 3; 7/2; 10/3; 17/5; 16/5; 16/5; 16/5; 3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 7/2; 5/2; 
Westfields; 4; 4; 17/4; 7/2; 4; ; 21/5; 4; 17/4; 7/2; 4; 5; 4; 19/5; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 04:22:32 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 4/7; 8/13; 4/7; 11/20; 4/7; 1/2; 4/7; 11/20; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 16/5; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 17/4; 4; 17/4; 7/2; 4; 5; 4; 4; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 05:46:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 4/7; 8/13; 4/7; 11/20; 4/7; 1/2; 4/7; 11/20; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 16/5; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 17/4; 4; 17/4; 7/2; 4; 5; 4; 4; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 06:35:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 4/7; 8/13; 4/7; 11/20; 4/7; 1/2; 4/7; 11/20; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 16/5; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 17/4; 4; 17/4; 7/2; 17/4; 5; 4; 4; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 07:47:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 4/7; 8/13; 4/7; 11/20; 4/7; 1/2; 4/7; 11/20; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 16/5; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 17/4; 4; 17/4; 7/2; 17/4; 5; 4; 4; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 08:22:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 4/7; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 3/5; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 17/4; 9/2; 17/4; 7/2; 17/4; 5; 17/4; 4; 15/4; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 7/2; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 09:47:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 11/20; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 8/15; 8/15; ; 3/5; 4/7; 4/7; ; 7/11; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 14/5; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 33/10; ; 16/5; 16/5; ; 10/3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 22/5; 9/2; 17/4; 7/2; 17/4; 5; 17/4; 4; 9/2; 4; ; 4; 4; 4; ; 22/5; ; 4; 17/4; ; 4; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 11:47:51 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 11/20; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 8/15; 8/15; ; 3/5; 4/7; 4/7; ; 3/5; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 3; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 7/2; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 9/2; 9/2; 17/4; 7/2; 17/4; 5; 17/4; 4; 9/2; 9/2; ; 4; 4; 4; ; 23/5; ; 4; 17/4; ; 4; 10/3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 12:26:01 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 11/20; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 8/15; 8/15; ; 3/5; 4/7; 4/7; ; 3/5; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 3; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 7/2; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 9/2; 9/2; 9/2; 7/2; 17/4; 5; 17/4; 4; 9/2; 9/2; ; 4; 4; 4; ; 23/5; ; 4; 17/4; ; 4; 10/3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 13:13:51 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 4/7; 8/15; 8/13; ; 11/20; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 8/15; 8/15; ; 3/5; 4/7; 4/7; ; 4/7; ; 3/5; 4/7; ; 8/15; 4/9; 
Draw; 16/5; 7/2; 10/3; 3; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 15/4; ; 16/5; 16/5; ; 10/3; 13/5; 
Westfields; 17/4; 4; 17/4; 4; 4; ; 9/2; 9/2; 9/2; 7/2; 17/4; 5; 17/4; 4; 9/2; 9/2; ; 4; 4; 4; ; 23/5; ; 4; 17/4; ; 4; 10/3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 13:47:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 4/7; 4/7; 8/13; 8/15; 8/13; ; 11/20; 8/15; 4/7; 11/20; 4/7; 1/2; 11/20; 11/20; 8/15; 8/15; ; 3/5; 4/7; 4/7; ; 4/7; ; 3/5; 4/7; ; 4/7; 4/9; 
Draw; 16/5; 7/2; 16/5; 3; 10/3; ; 7/2; 10/3; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 10/3; ; 16/5; 31/10; 3; ; 15/4; ; 16/5; 16/5; ; 3; 13/5; 
Westfields; 17/4; 4; 19/5; 4; 4; ; 9/2; 9/2; 9/2; 7/2; 9/2; 5; 17/4; 4; 9/2; 9/2; ; 4; 4; 4; ; 23/5; ; 4; 17/4; ; 7/2; 10/3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 15:47:20 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 1/2; 4/7; 8/15; 8/15; 8/13; ; 11/20; 8/15; 8/15; 11/20; 4/7; 1/2; 11/20; 1/2; 11/20; 8/15; ; 3/5; 4/7; 4/7; ; 4/7; 18/35; 3/5; 1/2; ; 4/7; 1/2; 
Draw; 10/3; 7/2; 17/5; 14/5; 10/3; ; 7/2; 10/3; 7/2; 7/2; 10/3; 17/5; 16/5; 16/5; 7/2; 7/2; ; 16/5; 31/10; 3; ; 15/4; 33/10; 16/5; 10/3; ; 3; ; 
Westfields; 5; 4; 9/2; 4; 4; ; 9/2; 9/2; 19/4; 17/4; 9/2; 5; 17/4; 5; 4; 9/2; ; 4; 4; 4; ; 23/5; 50/13; 4; 5; ; 22/5; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 16:24:28 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 1/2; 4/7; 8/15; 8/15; 8/13; ; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 8/15; 1/2; 11/20; 8/15; ; 6/11; 6/11; 8/15; ; 4/7; ; 6/11; 8/15; ; 4/7; 1/2; 
Draw; 10/3; 7/2; 17/5; 14/5; 10/3; ; 7/2; 10/3; 7/2; 7/2; 10/3; 15/4; 16/5; 16/5; 7/2; 7/2; ; 13/4; 29/10; 3; ; 15/4; ; 13/4; 7/2; ; 3; ; 
Westfields; 5; 4; 19/4; 4; 4; ; 5; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 5; 4; 9/2; ; 9/2; 15/4; 9/2; ; 23/5; ; 9/2; 9/2; ; 21/5; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 17:47:08 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Curzon Ashton; 2; 9/4; ; 13/8; ; ; ; ; ; 12/5; 8/15; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; 11/5; ; ; ; ; ; 2; 16/5; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Westfields; 11/8; 5/4; ; 11/8; ; ; ; ; ; 23/20; 17/4; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-05 18:39:09 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Draw; ; 2; ; ; 2; ; ; ; ; 11/5; 16/5; 23/10; ; 10/3; ; ; ; ; ; ; ; 57/29; ; ; ; ; ; ; 
Westfields; ; ; ; ; 11/10; ; ; ; ; 10/21; 17/4; 6/5; ; 11/2; ; ; ; ; ; ; ; 66/67; ; ; ; ; ; ; 
Curzon Ashton; ; 9; ; ; 3; ; ; ; ; 10; 8/15; 9/4; ; 4/9; ; ; ; ; ; ; ; 62/17; ; ; ; ; ; ; 
