META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-10-30 20:24:04 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/6; ; ; 1/6; ; 2/13; ; ; ; 2/11; ; ; ; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; 
Draw; 11/2; 11/2; ; ; 11/2; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; 
Spennymoor Town; 12; 14; ; ; 12; ; 16; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; 29/2; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-10-31 00:22:40 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/6; ; ; 2/11; ; 1/6; ; ; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 11/2; 4; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 16; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 54/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 13:02:59 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; 2/9; ; 1/5; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 21/4; 11/2; 5; ; 21/4; 57/10; ; 11/2; 11/2; ; 11/2; 4; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 16; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; 12; 11; ; 45/4; 25/2; ; 12; 12; ; 54/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 13:46:57 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; ; 1/5; 2/9; ; 1/5; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 21/4; 11/2; 5; ; 21/4; 57/10; ; 11/2; 11/2; ; 11/2; 4; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 14; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; 12; 11; ; 45/4; 25/2; ; 12; 12; ; 54/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 15:47:27 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 4/17; ; 1/5; 1/5; ; 1/7; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 21/4; 11/2; 5; 11/2; 21/4; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 16; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; 12; 11; 12; 45/4; 13; ; 12; 12; ; 54/5; 17/2; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 16:21:44 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 3/13; ; 1/5; 1/5; ; 2/13; 1/14; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 53/10; 11/2; 5; 11/2; 53/10; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 16; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; 12; 11; 12; 45/4; 14; ; 12; 12; ; 54/5; 17/2; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 18:34:31 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; ; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/11; 1/12; 
Draw; ; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 53/10; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; ; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 45/4; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 19:47:18 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; ; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 1/5; 2/15; 
Draw; ; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; ; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 20:23:45 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; ; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 1/5; 2/15; 
Draw; ; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; ; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 21:47:00 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; ; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/7; 
Draw; ; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; ; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 23:47:01 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; ; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 2/15; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; ; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; ; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 00:22:02 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 01:00:06 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 53/10; 11/2; 5; 11/2; 53/10; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 01:46:25 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 53/10; 11/2; 5; 11/2; 53/10; 6; ; 11/2; 11/2; ; 11/2; 9/2; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 48/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 03:46:30 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 04:22:05 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 05:46:30 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 06:35:17 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 07:46:44 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; ; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; ; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; ; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 08:22:13 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 91/17; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 09:46:36 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 2/11; 3/16; 1/5; 1/5; 1/5; 3/16; 3/13; ; 1/5; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 11/2; 27/5; 11/2; 5; 11/2; 91/17; 6; ; 11/2; 11/2; ; 11/2; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 14; 12; 11; 12; 14; 14; 14; 11; 12; 23/2; 12; 11; 12; 23/2; 14; ; 12; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 11:47:13 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/5; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 2/11; 1/6; 1/5; 1/6; 2/11; 3/13; ; 1/6; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 21/4; 13/2; 11/2; 11/2; 27/5; 76/13; 5; 29/5; 27/5; 6; ; 76/13; 11/2; ; 29/5; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 13; 12; 11; 12; 14; 14; 14; 11; 12; 25/2; 15; 11; 15; 25/2; 14; ; 15; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 12:25:23 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/5; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 2/11; 1/6; 1/5; 1/6; 2/11; 3/13; ; 1/6; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 21/4; 13/2; 11/2; 11/2; 61/11; 76/13; 5; 29/5; 61/11; 6; ; 76/13; 11/2; ; 29/5; 22/5; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 14; 13; 12; 11; 12; 14; 14; 14; 11; 12; 25/2; 15; 11; 15; 25/2; 14; ; 15; 12; ; 64/5; 46/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 13:13:17 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/5; 1/5; 1/6; 2/9; 2/9; 2/11; 1/6; 1/5; 1/5; 2/11; 1/6; 1/5; 1/6; 2/11; 3/13; ; 1/6; 1/5; ; 2/11; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 21/4; 13/2; 11/2; 11/2; 61/11; 76/13; 5; 29/5; 61/11; 31/5; ; 76/13; 11/2; ; 29/5; 3; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 14; 13; 12; 11; 12; 14; 14; 14; 11; 12; 25/2; 15; 11; 15; 25/2; 25/2; ; 15; 12; ; 64/5; 8; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 13:46:47 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 2/9; 1/5; 1/5; ; 2/11; 1/5; 1/5; 1/6; 2/9; 2/9; 2/11; 2/11; 1/5; 1/5; 2/11; 1/6; 1/5; 1/6; 2/11; 3/13; ; 1/6; 1/5; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 21/4; 11/2; 11/2; 11/2; 61/11; 76/13; 5; 29/5; 27/5; 31/5; ; 76/13; 11/2; ; 11/2; 3; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 13; 12; 11; 12; 14; 14; 16; 11; 12; 25/2; 15; 11; 15; 13; 25/2; ; 15; 12; ; 10; 8; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 15:46:52 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/6; 1/5; 2/11; 2/11; 1/5; ; 2/11; 1/7; 1/5; 1/5; 2/11; 2/9; 2/11; 1/6; 1/6; 2/11; 1/6; 1/6; 1/5; 1/6; 1/6; 2/9; 3/19; 1/6; 1/6; ; 1/5; 2/13; 
Draw; 6; 11/2; 11/2; 11/2; 6; ; 13/2; 13/2; 13/2; 6; 6; 9/2; 21/4; 6; 6; 6; 28/5; 76/13; 5; 29/5; 28/5; 31/5; 57/10; 76/13; 6; ; 21/5; 10/3; 
Spennymoor Town; 14; 12; 14; 12; 12; ; 14; 14; 14; 14; 14; 14; 14; 18; 12; 14; 13; 15; 11; 15; 13; 14; 10; 15; 14; ; 64/5; 38/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 16:23:49 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/6; 1/5; 2/11; 2/11; 1/5; ; 1/6; 1/7; 1/5; 1/5; 2/11; 2/9; 2/11; 1/6; 1/6; 2/11; 1/6; 1/6; 1/5; 1/6; 1/6; 2/9; ; 1/6; 1/6; ; 2/11; 2/13; 
Draw; 6; 11/2; 11/2; 11/2; 6; ; 13/2; 13/2; 13/2; 6; 6; 9/2; 21/4; 6; 6; 6; 28/5; 76/13; 5; 29/5; 28/5; 31/5; ; 76/13; 6; ; 28/5; 10/3; 
Spennymoor Town; 14; 12; 14; 12; 12; ; 16; 14; 14; 14; 14; 14; 14; 18; 12; 14; 13; 15; 11; 15; 13; 14; ; 15; 14; ; 64/5; 38/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 17:46:31 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
MK Dons; ; ; ; 1/100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 25; ; ; ; 45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Spennymoor Town; ; ; ; 50; ; ; ; 275; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-05 18:38:20 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
MK Dons; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; ; 1/41; ; ; ; 1; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 75; ; ; ; ; ; 6; ; ; 53/4; ; ; ; 40; ; ; ; ; ; ; ; 
Spennymoor Town; ; 500; ; ; ; ; ; 500; ; ; ; ; ; 18; ; ; 24; ; ; ; 100; ; ; ; ; ; ; ; 
