META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-10 16:23:43 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; ; ; 4/9; ; 1/2; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; ; ; 16/5; ; 7/2; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; ; ; 4; ; 17/4; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-10 20:24:51 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; ; 2/5; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 00:22:23 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; ; 2/5; ; 2/5; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; ; 9/2; ; 5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 04:22:57 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; ; 2/5; ; 2/5; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; ; 9/2; ; 5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 08:23:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; ; 2/5; ; 2/5; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; ; 9/2; ; 5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 12:24:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; ; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; ; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; ; 9/2; 4; 5; 9/2; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 16:24:33 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 5; 9/2; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-11 20:24:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 5; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-12 00:22:53 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 5; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-12 08:22:52 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 5; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-12 12:25:00 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 5; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-12 16:24:43 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 19/4; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-12 20:24:29 GMT+3; 2016-10-15 15:00; e70300-dr003
Chesham; 4/9; ; 1/2; 4/9; 2/5; 4/9; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 17/5; 16/5; 16/5; 10/3; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 4; ; 5; 9/2; 9/2; 4; 19/4; 9/2; 5; ; ; ; 19/4; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-potters-bar-town; 2016-10-13 10:48:31 GMT+3; 2016-10-15 15:00; e70300-dr003
