META; english/fa-cup/gillingham-v-brackley; 2016-10-30 20:23:55 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 1/3; 4/11; ; 1/3; ; 3/10; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 4; 4; 4; ; 19/5; ; 4; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley; 7; 7; 15/2; ; 7; ; 15/2; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-10-31 00:22:34 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 1/3; 4/11; ; 1/3; ; 1/3; ; ; ; 1/3; ; ; ; 7/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 13:46:47 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; ; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; ; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; ; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 7; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 15:47:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 16:21:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 18:34:26 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; ; 2/5; 2/5; 4/11; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; ; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; ; 13/2; 7; 13/2; 15/2; ; 7; 8; 13/2; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 19:47:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; ; 2/5; 2/5; 4/11; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; ; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; ; 13/2; 7; 13/2; 15/2; ; 7; 8; 13/2; 13/2; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 20:23:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; ; 2/5; 2/5; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; ; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; ; 13/2; 7; 6; 15/2; ; 7; 8; 13/2; 13/2; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 21:46:54 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; ; 2/5; 2/5; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; ; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; ; 13/2; 7; 6; 15/2; ; 7; 8; 13/2; 13/2; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 23:46:56 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 6; 15/2; ; 7; 8; 13/2; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 00:21:57 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 2/5; 1/3; 2/5; 2/5; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 4; 4; 17/4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 13/2; 8; 13/2; 13/2; 13/2; 15/2; 13/2; 7; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 00:59:58 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 1/3; 2/5; 2/5; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 8; 6; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 01:46:20 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 15/4; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 8; 6; 13/2; 13/2; 15/2; 13/2; 8; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 03:46:24 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 4/11; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 6; 15/2; ; 7; 8; 6; 13/2; 13/2; 15/2; 13/2; 8; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 04:21:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 4/11; 2/5; 4/11; ; 4/11; 1/3; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 6; 15/2; ; 7; 8; 6; 13/2; 13/2; 15/2; 13/2; 8; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 05:46:23 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 15/4; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 13/2; 13/2; 15/2; 13/2; 8; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 06:35:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 07:46:37 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 7; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 08:22:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 7; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 09:46:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 7; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 11:47:04 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 7/20; ; ; ; 4/11; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 15/4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 7; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 12:25:13 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 4/11; 4/9; 4/11; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 13/2; 7; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 13:13:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; 4/11; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 36/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 13:46:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 4/11; ; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; 4/11; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 15/2; ; 7; 13/2; 6; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 7; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 15:46:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 2/5; ; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; 4/11; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 13/2; ; 7; 13/2; 6; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 7; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 16:23:40 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 2/5; 2/5; ; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; 4/11; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 4; 4; 4; 3; 15/4; 18/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 4; ; 
Brackley ; 13/2; 13/2; 13/2; 6; 13/2; ; 7; 13/2; 6; 13/2; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 7; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 17:46:22 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Brackley; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gillingham; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-05 18:38:12 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Gillingham; 7/4; ; ; ; ; ; ; ; ; ; 4/9; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 4/5; ; ; ; ; ; ; ; ; ; 10/3; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley; 6; ; ; ; ; ; ; ; ; ; 11/2; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
