META; english/fa-cup/qpr-v-blackburn; 2016-12-11 20:23:34 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 00:22:13 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 04:22:17 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 08:22:27 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 12:15:33 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 16:23:38 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-12 20:24:27 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 00:23:15 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 04:23:17 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 08:23:44 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 12:24:00 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 16:25:35 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-13 20:25:49 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 00:23:16 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 04:23:02 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 08:23:09 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 12:24:25 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 16:25:00 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-14 20:25:35 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-15 00:23:31 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; 5/4; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; 9/4; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; 9/4; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-15 04:23:35 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-15 08:23:29 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-15 12:36:51 GMT+2; 2017-01-07 15:00; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 5/4; ; 5/4; ; ; ; 5/4; ; ; ; ; 
Blackburn; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; ; ; 
META; english/fa-cup/qpr-v-blackburn; 2016-12-15 16:23:39 GMT+2; 2017-01-07 15:00; e70300-dr003
