META; english/fa-cup/curzon-ashton-v-consett; 2016-09-10 08:25:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-11 12:26:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-11 16:24:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-11 20:25:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-12 04:24:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-12 08:23:16 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-12 12:24:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-12 16:24:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-12 20:25:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-13 04:24:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-13 08:24:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-13 12:26:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-13 16:27:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-13 20:26:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 00:24:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 04:23:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 08:24:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 12:24:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 16:24:42 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-14 20:25:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 00:23:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 04:23:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 08:23:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Consett; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 12:24:17 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; ; ; 2/7; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/2; ; ; ; ; ; 9/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Consett; 6; ; ; ; ; ; 6; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 16:24:59 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 1/4; ; 2/7; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 7; ; 6; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-15 20:25:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 1/4; ; 2/7; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 7; ; 6; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 00:22:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 04:22:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 08:22:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 12:21:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 16:23:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; ; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; ; ; 7; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-16 20:24:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; ; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; 21/4; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; ; ; 7; ; ; ; ; ; ; ; 13/2; ; ; 23/4; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-17 00:24:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 1/25; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; 21/4; ; ; ; ; ; ; 4/9; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; 23/4; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-17 04:33:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; ; ; ; 2/7; ; 2/7; ; 1/4; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 2/11; ; 
Draw; 11/2; ; ; ; 6; ; 9/2; ; 13/2; ; ; ; ; ; ; ; 11/2; ; ; 21/4; ; ; ; ; ; ; 4; ; 
Consett; 6; ; ; ; 13/2; ; 6; ; 7; ; ; ; ; ; ; ; 13/2; ; ; 23/4; ; ; ; ; ; ; 9/2; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-17 08:24:31 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; 2/9; ; ; 1/4; ; 2/7; ; 1/4; ; ; 2/9; ; ; 2/9; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 2/11; ; 
Draw; 11/2; 9/2; ; ; 11/2; ; 9/2; ; 13/2; ; ; 24/5; ; ; 6; ; 11/2; ; ; 21/4; ; ; ; ; ; ; 11/2; ; 
Consett; 6; 15/2; ; ; 8; ; 6; ; 15/2; ; ; 10; ; ; 11; ; 13/2; ; ; 23/4; ; ; ; ; ; ; 19/2; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-17 12:24:45 GMT+3; 2016-09-17 15:00; e70300-dr003
Curzon Ashton; 2/9; 2/9; 1/4; ; 1/4; ; 2/7; ; 1/4; ; ; 2/9; ; ; 1/5; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 1/5; ; 
Draw; 11/2; 9/2; 5; ; 11/2; ; 9/2; ; 13/2; ; ; 24/5; ; ; 6; ; 11/2; ; ; 21/4; ; ; ; ; ; ; 11/2; ; 
Consett; 6; 15/2; 10; ; 8; ; 6; ; 15/2; ; ; 10; ; ; 11; ; 7; ; ; 23/4; ; ; ; ; ; ; 19/2; ; 
META; english/fa-cup/curzon-ashton-v-consett; 2016-09-17 18:31:18 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Curzon Ashton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Consett; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
