META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-10 00:26:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-11 16:26:33 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-11 20:27:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 00:24:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 04:25:26 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 08:24:28 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 12:25:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 16:26:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-12 20:26:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-13 04:25:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-13 12:27:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-13 16:29:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-13 20:28:05 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-14 00:26:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-14 04:25:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-14 08:25:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-14 12:26:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-14 16:26:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-15 00:25:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-15 12:25:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; ; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; ; ; 6/4; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 00:23:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; ; 6/5; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; ; 9/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 3; ; 11/4; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 04:24:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; ; 6/5; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; ; 9/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 3; ; 11/4; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 08:23:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; ; 6/5; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; ; 9/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 3; ; 11/4; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 12:22:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; ; 6/5; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; ; 9/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 3; ; 11/4; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 16:24:45 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; 1/33; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; ; ; 9/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; 3; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-16 20:26:33 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; ; 11/10; 6/5; ; ; 6/5; ; ; ; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 1/33; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; ; 13/8; 9/5; ; ; 6/4; ; ; ; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 1/33; ; 
Draw; 3; ; ; ; 3; ; ; 11/4; 3; ; ; 11/4; ; ; ; ; 3; ; ; 29/10; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-17 00:25:35 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; 11/10; 6/5; ; ; 6/5; ; ; ; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 1/10; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; 13/8; 9/5; ; ; 6/4; ; ; ; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 1/10; ; 
Draw; 3; ; ; ; 3; ; 11/4; 11/4; 3; ; ; 11/4; ; ; ; ; 3; ; ; 29/10; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-17 04:34:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; ; ; 5/4; ; 11/8; 11/10; 6/5; ; ; 6/5; ; ; ; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 1/14; ; 
Rushall Olympic; 8/5; ; ; ; 7/4; ; 6/4; 13/8; 9/5; ; ; 6/4; ; ; ; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 1/14; ; 
Draw; 3; ; ; ; 3; ; 11/4; 11/4; 3; ; ; 11/4; ; ; ; ; 3; ; ; 29/10; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-17 08:26:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; ; 13/10; ; 5/4; ; 11/8; 11/10; 6/5; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 23/20; ; 
Rushall Olympic; 8/5; ; 39/20; ; 7/4; ; 6/4; 13/8; 9/5; ; ; 6/4; ; ; 19/10; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 7/4; ; 
Draw; 3; ; 5/2; ; 3; ; 11/4; 11/4; 3; ; ; 11/4; ; ; 13/5; ; 3; ; ; 29/10; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-17 12:26:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; 23/20; 13/10; ; 5/4; ; 11/8; 11/10; 6/5; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 23/20; ; 
Rushall Olympic; 8/5; 13/8; 39/20; ; 7/4; ; 6/4; 13/8; 9/5; ; ; 6/4; ; ; 2; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 15/8; ; 
Draw; 3; 13/5; 5/2; ; 3; ; 11/4; 11/4; 3; ; ; 11/4; ; ; 13/5; ; 3; ; ; 29/10; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/rushall-olympic-v-kettering; 2016-09-17 16:25:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Kettering; 11/10; 23/20; 13/10; 5/4; 5/4; ; 11/8; 11/10; 6/5; ; ; 6/5; ; ; 23/20; ; 6/5; ; ; 11/10; ; ; ; ; ; ; 3/10; ; 
Rushall Olympic; 8/5; 13/8; 39/20; 7/4; 7/4; ; 6/4; 13/8; 9/5; ; ; 6/4; ; ; 9/5; ; 8/5; ; ; 13/8; ; ; ; ; ; ; 2/9; ; 
Draw; 3; 13/5; 5/2; 11/4; 3; ; 11/4; 11/4; 3; ; ; 11/4; ; ; 23/10; ; 3; ; ; 29/10; ; ; ; ; ; ; 1/20; ; 
