META; english/fa-cup/brighton-v-mk-dons; 2016-12-14 16:24:34 GMT+2; 2017-01-07 15:00; e70300-dr003
Brighton; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brighton-v-mk-dons; 2016-12-14 20:25:10 GMT+2; 2017-01-07 15:00; e70300-dr003
Brighton; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brighton-v-mk-dons; 2016-12-15 00:23:10 GMT+2; 2017-01-07 15:00; e70300-dr003
Brighton; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brighton-v-mk-dons; 2016-12-15 04:23:13 GMT+2; 2017-01-07 15:00; e70300-dr003
Brighton; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brighton-v-mk-dons; 2016-12-15 08:23:08 GMT+2; 2017-01-07 15:00; e70300-dr003
Brighton; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brighton-v-mk-dons; 2016-12-15 12:36:17 GMT+2; 2017-01-07 15:00; e70300-dr003
