META; english/fa-cup/westfields-v-leiston; 2016-10-10 20:25:51 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; ; 2/5; ; 4/9; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; 1/2; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; ; 16/5; ; 15/4; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; 10/3; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; ; 9/2; ; 21/4; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 13/2; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 00:23:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; ; 2/5; ; 2/5; 4/11; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; ; 10/3; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; ; 9/2; ; 9/2; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 59/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 04:23:45 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; ; 2/5; ; 2/5; 4/11; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; ; 10/3; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; ; 9/2; ; 9/2; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 59/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 08:24:04 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; ; 2/5; ; 2/5; 4/11; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; ; 10/3; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; ; 9/2; ; 9/2; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 59/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 12:25:09 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; ; 2/5; 9/20; 2/5; 4/11; 1/2; ; ; ; ; ; ; 4/9; 3/7; ; ; ; 3/7; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; ; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; ; ; ; 4; 62/17; ; ; ; 62/17; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; ; 9/2; 15/4; 19/4; 9/2; 19/4; ; ; ; ; ; ; 9/2; 50/13; ; ; ; 50/13; 59/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 16:25:30 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 2/5; 9/20; 2/5; 2/5; 1/2; ; ; ; ; ; ; 4/9; 3/7; ; ; ; 3/7; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; ; ; ; 4; 18/5; ; ; ; 18/5; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 9/2; 15/4; 19/4; 9/2; 19/4; ; ; ; ; ; ; 9/2; 75/19; ; ; ; 75/19; 57/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-11 20:25:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 2/5; 9/20; 2/5; 2/5; 1/2; ; ; ; ; ; ; 4/9; 3/7; ; ; ; 3/7; 8/15; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; ; ; ; 4; 39/11; ; ; ; 39/11; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 9/2; 15/4; 19/4; 9/2; 19/4; ; ; ; ; ; ; 9/2; 75/19; ; ; ; 75/19; 57/10; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-12 00:23:43 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 4/9; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; ; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 39/11; ; ; ; 39/11; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 17/4; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 75/19; ; ; ; 75/19; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-12 08:23:48 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; ; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 39/11; ; ; ; 39/11; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 9/2; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 39/10; ; ; ; 39/10; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-12 12:25:58 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; ; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 39/11; ; ; ; 39/11; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 9/2; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 50/13; ; ; ; 39/10; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-12 16:25:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; 5/11; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 7/2; ; 7/2; ; 7/2; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 22/5; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 75/19; ; 17/4; ; 75/19; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-12 20:25:41 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; 5/11; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 7/2; ; 7/2; ; 7/2; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 22/5; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 75/19; ; 17/4; ; 75/19; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-13 10:49:39 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; ; 4/9; 3/7; ; 5/11; ; 3/7; 5/9; ; ; ; ; ; ; 
Draw; 15/4; ; 17/5; 16/5; 10/3; 7/2; 15/4; 7/2; 4; ; ; ; 15/4; ; ; 4; 39/11; ; 7/2; ; 39/11; 17/5; ; ; ; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 22/5; 9/2; 19/4; ; ; ; 9/2; ; ; 9/2; 39/10; ; 17/4; ; 39/10; 27/5; ; ; ; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-13 12:24:17 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 4/9; 9/20; 2/5; 2/5; 1/2; ; ; ; 9/20; ; 4/9; 4/9; 7/18; 5/11; 5/11; 4/9; 7/18; 5/9; ; 5/11; 4/9; ; ; ; 
Draw; 15/4; ; 17/5; 10/3; 10/3; 7/2; 19/5; 7/2; 4; ; ; ; 15/4; ; 15/4; 4; 19/5; 17/4; 7/2; 21/5; 19/5; 17/5; ; 17/4; 15/4; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 4; 15/4; 19/4; 9/2; 19/4; ; ; ; 9/2; ; 5; 9/2; 41/10; 9/2; 17/4; 9/2; 41/10; 27/5; ; 9/2; 17/4; ; ; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-13 16:24:43 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; ; 1/2; 4/9; 2/5; 9/20; 2/5; 2/5; 1/2; ; 4/9; ; 9/20; ; 4/9; 4/9; 7/18; 5/11; 5/11; 4/9; 7/18; 5/9; ; 5/11; 4/9; ; 1/100; ; 
Draw; 15/4; ; 17/5; 10/3; 10/3; 7/2; 15/4; 7/2; 4; ; 13/4; ; 15/4; ; 15/4; 4; 19/5; 17/4; 7/2; 21/5; 19/5; 17/5; ; 17/4; 15/4; ; ; ; 
Westfields; 15/4; ; 5; 9/2; 9/2; 15/4; 19/4; 9/2; 19/4; ; 19/4; ; 9/2; ; 5; 9/2; 41/10; 9/2; 17/4; 9/2; 41/10; 27/5; ; 9/2; 17/4; ; 1/100; ; 
META; english/fa-cup/westfields-v-leiston; 2016-10-13 20:25:09 GMT+3; 2016-10-15 15:00; e70300-dr003
Leiston; 4/9; 2/5; 1/2; 4/9; 2/5; 9/20; 2/5; 2/5; 1/2; ; 4/9; ; 9/20; ; 4/9; 4/9; 7/17; 5/11; 5/11; 4/9; 7/17; 5/9; ; 5/11; 4/9; ; 4/11; ; 
Draw; 15/4; 10/3; 17/5; 10/3; 10/3; 7/2; 15/4; 7/2; 4; ; 13/4; ; 15/4; ; 15/4; 4; 39/10; 17/4; 7/2; 21/5; 39/10; 17/5; ; 17/4; 15/4; ; 3; ; 
