META; english/fa-cup/lincoln-v-guiseley; 2016-10-10 16:23:58 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; ; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-10 20:25:13 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; ; 4/9; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; ; 11/4; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 00:22:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; ; 3; ; 31/10; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; ; 9/2; ; 5; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 04:23:13 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; ; 3; ; 31/10; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; ; 9/2; ; 5; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 08:23:31 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; ; 3; ; 31/10; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; ; 9/2; ; 5; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 12:24:30 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; ; 4/9; 4/9; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; ; 3; 3; 16/5; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; ; 9/2; 9/2; 5; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 16:24:54 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 1/2; ; 1/2; 4/9; 4/9; 4/9; 4/9; 2/5; 1/2; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 16/5; 14/5; 3; 3; 16/5; 16/5; 7/2; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 5; ; 11/2; 5; 9/2; 9/2; 5; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-11 20:24:28 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 4/9; ; 40/85; 4/9; 2/5; 4/9; 2/5; 2/5; 4/9; 4/9; ; ; 21/50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 18/5; ; 10/3; 3; 3; 3; 33/10; 16/5; 7/2; 10/3; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 21/4; ; 6; 5; 5; 9/2; 11/2; 5; 11/2; 6; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-guiseley; 2016-10-12 00:23:09 GMT+3; 2016-10-15 15:00; e70300-dr003
Lincoln; 4/9; ; 40/85; 4/9; 2/5; 4/9; 2/5; 2/5; 4/9; 4/9; ; ; 21/50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
