META; english/fa-cup/billericay-v-chippenham-town; 2016-09-24 20:24:14 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 00:24:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 04:22:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 08:22:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 12:24:04 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 16:23:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-28 20:24:02 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; 9/5; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-29 00:22:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; 9/5; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-29 04:22:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chippenham Town; 9/5; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-29 12:23:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/10; ; 
Chippenham Town; 9/5; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; 2; 7/4; ; ; ; 7/4; ; ; ; ; 1/10; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 13/5; 28/11; ; ; ; 28/11; ; ; ; ; 1/4; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-29 20:22:51 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/10; ; 
Chippenham Town; 9/5; 7/4; ; ; 15/8; ; 2; ; ; ; ; ; ; ; ; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 1/10; ; 
Draw; 13/5; 13/5; ; ; 3; ; 11/4; ; ; ; ; ; ; ; ; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 1/4; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 00:22:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 23/20; ; 23/20; ; ; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; ; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 01:00:44 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 21/20; ; ; 23/20; ; 23/20; ; ; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; ; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 13/5; ; ; 11/4; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 01:47:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; ; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 03:47:26 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 21/20; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; ; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 13/5; ; ; 11/4; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 04:21:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; ; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 05:47:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 06:34:13 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 07:47:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 08:21:37 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 09:47:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; ; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 11:47:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 12:23:20 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 2; ; 2; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 13:09:01 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 23/20; ; 11/10; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 2; ; 15/8; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 11/4; ; 13/5; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 13:47:47 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; ; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; ; 14/5; ; ; ; ; ; 12/5; ; 11/4; 28/11; ; ; ; 28/11; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 15:48:06 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 15/8; 7/4; ; 19/10; 9/5; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; ; ; ; 12/5; ; 14/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 16:23:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 21/20; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 15/8; 7/4; ; 9/5; 9/5; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; ; ; 7/4; ; 
Draw; 13/5; 13/5; ; 12/5; 5/2; ; 27/10; 13/5; 14/5; ; ; ; ; ; 12/5; ; 14/5; 13/5; ; ; ; 13/5; ; ; ; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 17:47:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 21/20; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; ; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 15/8; 7/4; ; 9/5; 9/5; 2; ; ; ; ; ; 15/8; ; 15/8; 9/5; ; ; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 13/5; ; 12/5; 5/2; ; 27/10; 13/5; 14/5; ; ; ; ; ; 12/5; ; 14/5; 13/5; ; ; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 18:40:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 23/20; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 9/5; ; 19/10; 9/5; 2; ; ; 19/10; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 12/5; ; 13/5; 13/5; 14/5; ; ; 12/5; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 19:47:56 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 20:24:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
