META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-18 20:24:12 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 00:22:27 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; ; 7/5; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; ; 7/4; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; 13/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 03:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 04:22:14 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 05:45:48 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 06:28:31 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 07:45:50 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 08:22:31 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; ; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; ; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 09:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Canvey Island; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Potters Bar Town; 6/4; 6/4; 7/4; ; 13/8; ; 13/8; ; 13/8; ; ; 13/8; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 3; ; 29/10; ; 3; ; ; 12/5; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/potters-bar-town-v-canvey-island; 2016-09-19 11:45:50 GMT+3; 2016-09-20 19:45; e70300-dr003
