META; english/fa-cup/fleetwood-v-southport; 2016-11-08 16:24:14 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 1/100; ; 
Southport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; 1/50; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 17:45:16 GMT+2; 2016-11-09 19:45; e70300-dr003
Draw; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 1/100; ; 
Fleetwood; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 1/50; ; 
Southport; ; ; ; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; 1/50; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 18:34:52 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 1/50; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 3/10; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; 1/100; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 19:45:21 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; 1/50; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 1/4; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; 1/100; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 20:23:46 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 21:45:27 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-08 23:45:18 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 00:23:24 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 00:54:05 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 01:45:19 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 03:45:26 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 04:23:26 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 05:45:25 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
META; english/fa-cup/fleetwood-v-southport; 2016-11-09 06:32:45 GMT+2; 2016-11-09 19:45; e70300-dr003
Fleetwood; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; 
Southport; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; ; ; ; ; ; 
