META; english/fa-cup/brackley-town-v-gillingham; 2016-11-07 20:23:45 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 00:23:29 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 04:23:13 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; ; ; ; ; ; ; 13/20; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 08:23:43 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; ; ; ; ; ; ; 13/20; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 12:23:42 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; ; ; ; ; ; ; 13/20; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 16:24:26 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; 4/5; ; ; ; 8/11; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; 
Brackley Town; 16/5; ; ; ; 4; ; 18/5; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 19/5; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-08 20:24:00 GMT+2; 2016-11-15 19:45; e70300-dr003
Gillingham; 4/5; ; ; ; 8/11; ; 8/11; ; ; ; 3/4; ; ; ; 8/11; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 13/5; ; 13/5; ; ; ; 27/10; ; ; ; 5/2; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; 
Brackley Town; 16/5; ; ; ; 4; ; 7/2; ; ; ; 3; ; ; ; 15/4; ; ; ; ; ; ; 19/5; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-09 00:24:00 GMT+2; 2016-11-16 19:45; e70300-dr003
Gillingham; 4/5; ; ; ; 8/11; ; 7/10; ; ; ; 3/4; ; ; ; 8/11; ; 10/13; ; ; ; 10/13; 4/5; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 13/5; ; 11/4; ; ; ; 27/10; ; ; ; 5/2; ; 28/11; ; ; ; 28/11; 11/4; ; ; ; ; ; ; 
Brackley Town; 16/5; ; ; ; 4; ; 17/5; ; ; ; 3; ; ; ; 15/4; ; 3; ; ; ; 3; 19/5; ; ; ; ; ; ; 
META; english/fa-cup/brackley-town-v-gillingham; 2016-11-09 04:24:02 GMT+2; 2016-11-16 19:45; e70300-dr003
