META; english/fa-cup/stoke-v-wolves; 2016-12-11 20:23:37 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 00:22:17 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 04:22:19 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 08:22:29 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 12:15:36 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 16:23:40 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wolves; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stoke-v-wolves; 2016-12-12 20:24:31 GMT+2; 2017-01-07 15:00; e70300-dr003
Stoke; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
