META; english/fa-cup/mk-dons-v-charlton; 2016-12-05 20:23:21 GMT+2; 2016-12-13 19:45; e70300-dr003
MK Dons; 11/8; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; 15/8; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-charlton; 2016-12-06 00:22:30 GMT+2; 2016-12-13 19:45; e70300-dr003
MK Dons; 11/8; ; ; ; 7/5; ; 11/8; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; 15/8; ; ; ; 2; ; 19/10; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-charlton; 2016-12-06 04:22:24 GMT+2; 2016-12-13 19:45; e70300-dr003
MK Dons; 11/8; ; ; 13/10; 7/5; ; 11/8; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; 15/8; ; ; 19/10; 2; ; 19/10; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-charlton; 2016-12-06 08:22:16 GMT+2; 2016-12-13 19:45; e70300-dr003
MK Dons; 11/8; ; ; 13/10; 7/5; ; 11/8; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; 15/8; ; ; 19/10; 2; ; 19/10; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
