META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-24 20:25:25 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 00:26:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 04:24:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 08:25:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 12:27:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 16:27:20 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-25 20:28:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 00:24:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 04:24:26 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 08:24:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 12:25:29 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 16:25:30 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-26 20:26:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-27 04:24:56 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-27 08:25:33 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-27 16:30:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-27 20:26:10 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 00:25:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 04:23:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 08:23:44 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 12:25:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 16:24:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Tonbridge Angels; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-28 20:25:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hereford FC; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-29 00:23:56 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-29 04:23:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-29 08:37:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-29 12:24:29 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/9; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-29 20:24:08 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 00:23:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 04:23:01 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 3; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 08:22:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 3; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; 27/10; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 12:24:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 3; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; 27/10; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 16:24:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 2; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; 27/10; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-30 20:25:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 10/11; ; 
Hereford FC; 15/8; ; ; ; ; ; 2; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; 27/10; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-10-01 00:24:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
