META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-09-24 20:25:25 GMT+3; 2016-10-01 15:00; e70300-dr003
Hereford FC; 15/8; ; ; ; ; ; 2; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-10-01 04:24:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 1; ; 
Hereford FC; 15/8; ; ; ; ; ; 2; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-10-01 12:24:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Hereford FC; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 24/13; ; ; ; 24/13; ; ; ; ; 15/8; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/tonbridge-angels-v-hereford-fc; 2016-10-01 16:25:22 GMT+3; 2016-10-01 15:00; e70300-dr003
Tonbridge Angels; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; ; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Hereford FC; 15/8; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; 2; ; ; 19/10; ; ; ; 19/10; ; ; ; ; 1/4; ; 
Draw; 11/4; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 1/3; ; 
