META; english/fa-cup/faversham-town-v-egham-town; 2016-09-24 20:24:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 00:23:53 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 04:23:36 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 08:24:01 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 12:24:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 16:24:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-26 20:25:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-27 04:24:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-27 08:24:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-27 16:28:54 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-27 20:25:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 00:24:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 04:22:59 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 08:22:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 12:24:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 16:23:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-28 20:24:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-29 00:23:06 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-29 04:22:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-29 12:23:26 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-29 16:40:01 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-29 20:23:14 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; 11/10; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 4/7; ; 
Egham Town; ; ; ; ; 15/8; ; 19/10; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 00:22:53 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; 11/10; ; 11/10; ; ; ; ; ; ; ; 21/20; ; 21/20; ; ; ; ; ; ; ; ; ; 20/21; ; 
Egham Town; ; ; ; ; 2; ; 2; ; ; ; ; ; ; ; 19/10; ; 15/8; ; ; ; ; ; ; ; ; ; 7/4; ; 
Draw; ; ; ; ; 3; ; 3; ; ; ; ; ; ; ; 5/2; ; 3; ; ; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 04:22:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; 11/10; ; 11/10; ; ; ; ; ; ; ; 21/20; ; 21/20; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Egham Town; ; ; ; ; 2; ; 2; ; ; ; ; ; ; ; 19/10; ; 15/8; 7/4; ; ; ; 7/4; ; ; ; ; 7/4; ; 
Draw; ; ; ; ; 3; ; 3; ; ; ; ; ; ; ; 5/2; ; 3; 3; ; ; ; 3; ; ; ; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 08:21:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; ; ; 21/20; ; 21/20; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Egham Town; ; ; ; ; 2; ; 2; ; 15/8; ; ; ; ; ; 19/10; ; 15/8; 7/4; ; ; ; 7/4; ; ; ; ; 7/4; ; 
Draw; ; ; ; ; 3; ; 3; ; 10/3; ; ; ; ; ; 5/2; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 12:23:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 11/10; ; 11/10; ; 11/10; ; ; ; ; ; 21/20; ; 21/20; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 2; ; 2; ; 15/8; ; ; ; ; ; 19/10; ; 15/8; 7/4; ; ; ; 7/4; ; ; ; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 3; ; 3; ; 10/3; ; ; ; ; ; 5/2; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 16:23:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; ; 11/10; ; ; ; ; ; 21/20; ; 21/20; 1; ; ; ; 1; ; ; ; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 7/4; ; 15/8; ; 15/8; ; ; ; ; ; 19/10; ; 15/8; 7/4; ; ; ; 7/4; ; ; ; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; ; 10/3; ; ; ; ; ; 5/2; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 20:24:51 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-09-30 23:48:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 00:23:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 01:05:58 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 01:47:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 03:47:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 04:23:08 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 1; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 7/4; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 3; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 05:47:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 14/5; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 06:36:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 14/5; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 07:47:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 14/5; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 08:23:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 14/5; ; 56/19; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 09:47:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 11:47:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; ; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; ; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; ; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 12:23:29 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; ; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; ; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; ; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 23/10; ; 
