META; english/fa-cup/shrewsbury-v-fleetwood; 2016-11-18 20:25:50 GMT+2; 2016-12-03 15:00; e70300-dr003
Shrewsbury; 6/4; 3/2; ; ; ; ; 29/20; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; 17/10; 13/8; ; ; ; ; 13/8; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/shrewsbury-v-fleetwood; 2016-11-19 00:24:28 GMT+2; 2016-12-03 15:00; e70300-dr003
Shrewsbury; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; 17/10; 13/8; ; ; ; ; 13/8; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/shrewsbury-v-fleetwood; 2016-11-19 04:24:05 GMT+2; 2016-12-03 15:00; e70300-dr003
Shrewsbury; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; 17/10; 13/8; ; ; ; ; 13/8; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/shrewsbury-v-fleetwood; 2016-11-19 08:24:42 GMT+2; 2016-12-03 15:00; e70300-dr003
Shrewsbury; 6/4; 3/2; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; 17/10; 13/8; ; ; ; ; 13/8; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
