META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-10 00:25:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-12 12:23:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-12 16:24:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-12 20:24:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-13 04:23:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-13 12:25:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-13 16:25:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-13 20:25:37 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 00:23:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 04:22:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 08:23:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 12:23:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 16:23:45 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alresford Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-14 20:24:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 00:22:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cadbury Heath; 17/10; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 04:22:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 08:22:25 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 12:23:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cadbury Heath; 17/10; ; ; ; ; ; 19/10; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 16:24:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-15 20:24:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 00:21:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 00:59:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 01:47:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 03:47:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 04:21:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 05:47:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; ; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 06:32:37 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 07:47:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 08:21:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 09:47:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/50; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 12:20:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/16; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/16; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 12:59:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/16; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/16; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 13:47:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/10; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/10; ; 
Draw; 11/4; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 15:47:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; ; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 16:22:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 17:47:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/33; ; 
