META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-10 16:24:05 GMT+3; 2016-10-15 15:00; e70300-dr003
Nantwich Town; 13/10; ; ; ; 13/10; ; 29/20; ; ; ; 27/20; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; 
Stourbridge; 8/5; ; ; ; 8/5; ; 9/5; ; ; ; 33/20; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 9/4; ; 12/5; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-10 20:25:22 GMT+3; 2016-10-15 15:00; e70300-dr003
Nantwich Town; 13/10; ; 7/5; ; 5/4; ; 7/5; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; 16/11; ; ; ; ; ; ; 
Stourbridge; 8/5; ; 7/4; ; 8/5; ; 7/4; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; 2; ; ; ; ; ; ; 
Draw; 12/5; ; 5/2; ; 23/10; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-11 00:22:47 GMT+3; 2016-10-15 15:00; e70300-dr003
Nantwich Town; 13/10; ; 7/5; ; 5/4; ; 13/10; 5/4; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; 16/11; ; ; ; ; ; ; 
Stourbridge; 8/5; ; 7/4; ; 8/5; ; 13/8; 8/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; 2; ; ; ; ; ; ; 
Draw; 12/5; ; 5/2; ; 12/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-11 04:23:20 GMT+3; 2016-10-15 15:00; e70300-dr003
Nantwich Town; 13/10; ; 7/5; ; 5/4; ; 13/10; 5/4; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; 16/11; ; ; ; ; ; ; 
Stourbridge; 8/5; ; 7/4; ; 8/5; ; 13/8; 8/5; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; 2; ; ; ; ; ; ; 
Draw; 12/5; ; 5/2; ; 12/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-11 08:23:38 GMT+3; 2016-10-15 15:00; e70300-dr003
Nantwich Town; 13/10; ; 7/5; ; 5/4; ; 13/10; 5/4; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; 16/11; ; ; ; ; ; ; 
Stourbridge; 8/5; ; 7/4; ; 8/5; ; 17/10; 8/5; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; 2; ; ; ; ; ; ; 
Draw; 12/5; ; 5/2; ; 23/10; ; 12/5; 5/2; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/fa-cup/nantwich-town-v-stourbridge; 2016-10-11 12:24:40 GMT+3; 2016-10-15 15:00; e70300-dr003
