META; english/fa-cup/stockport-v-woking; 2016-10-30 20:24:30 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; ; 7/5; ; 29/20; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 8/5; 13/8; 13/8; ; 8/5; ; 8/5; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 13/5; ; 12/5; ; 5/2; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stockport-v-woking; 2016-10-31 00:23:00 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; ; 7/5; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 7/5; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 11:47:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 13/8; ; 29/20; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 23/20; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 7/4; 9/5; ; 7/4; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 13/8; 7/5; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 21/10; ; 11/5; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 12:22:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 13/8; ; 29/20; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 7/4; 9/5; ; 7/4; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 13/8; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 21/10; ; 11/5; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 13:03:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 13/8; ; 29/20; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 7/4; 9/5; ; 7/4; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 13/8; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 21/10; ; 11/5; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 13:47:30 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 13/8; ; 29/20; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 7/5; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 7/4; 7/4; 6/4; 7/4; 17/10; 7/4; 9/5; ; 7/4; 13/8; ; 28/17; ; 28/17; ; 28/17; ; ; ; ; ; 13/8; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 21/10; ; 11/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 5/2; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 15:47:48 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 6/5; 23/20; 11/10; 6/4; 5/4; 6/5; 7/5; 5/4; 6/5; 7/5; 6/5; ; 6/5; 6/5; ; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 10/11; 7/5; 
Woking; 19/10; 2; 43/20; 15/8; 7/4; 43/20; 85/40; 6/4; 2; 2; 7/4; 21/10; ; 21/10; 21/10; ; 19/10; ; 19/10; ; 19/10; ; ; ; ; ; 19/10; 13/8; 
Draw; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 16:22:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 6/5; 11/10; 11/10; 6/5; 5/4; 6/5; 7/5; 5/4; 6/5; 7/5; 6/5; ; 6/5; 6/5; ; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 10/11; 10/9; 
Woking; 19/10; 2; 9/4; 15/8; 2; 43/20; 85/40; 6/4; 2; 2; 7/4; 21/10; ; 21/10; 21/10; ; 19/10; ; 19/10; ; 19/10; ; ; ; ; ; 19/10; 2; 
Draw; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 18:34:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 6/5; 11/10; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 1/100; 10/9; 
Woking; 19/10; 2; 9/4; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 19:47:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 6/5; 23/20; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 10/11; 10/9; 
Woking; ; 2; 43/20; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; ; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 20:24:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 6/5; 23/20; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 10/11; 10/9; 
Woking; ; 2; 43/20; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; ; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 21:47:25 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 6/5; 23/20; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 11/10; 10/9; 
Woking; ; 2; 43/20; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; ; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 23:47:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 6/5; 23/20; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 20/21; 10/9; 
Woking; ; 2; 43/20; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; ; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 00:22:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 6/5; 23/20; 11/10; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 1; 10/9; 
Woking; ; 2; 43/20; 15/8; 2; 43/20; 85/40; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 2; 
Draw; ; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 01:00:33 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; ; 5/4; 5/4; 11/10; 6/5; 5/4; 13/10; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 1; 23/20; 
Woking; ; 19/10; 39/20; 15/8; 2; 21/10; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; ; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 01:46:48 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 11/10; 6/5; 5/4; 13/10; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 1; 23/20; 
Woking; 19/10; 19/10; 39/20; 15/8; 2; 21/10; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 03:46:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; ; 13/10; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 21/20; 23/20; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; ; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 2; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; ; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 04:22:26 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; ; 13/10; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 21/20; 23/20; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; ; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 2; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; ; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; 2; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 05:46:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 13/10; 13/10; 11/10; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 6/5; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; 21/10; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 2; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 12/5; 9/4; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 06:35:40 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 13/10; 13/10; 11/10; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 6/5; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; 21/10; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 12/5; 9/4; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 07:47:07 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 13/10; 13/10; 11/10; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; ; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 6/5; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; 21/10; 2; 23/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; ; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; ; ; 23/10; ; 12/5; ; ; ; ; ; 12/5; 9/4; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 08:22:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 13/10; 13/10; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 6/5; 
Woking; 19/10; 19/10; 39/20; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 12/5; 9/4; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 09:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 13/10; 13/10; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 6/5; 
Woking; 19/10; 2; 39/20; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 9/4; 12/5; ; 40/17; ; 23/10; ; 12/5; ; ; ; ; ; 5/2; 9/4; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 11:47:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 5/4; 
Woking; 2; 2; 2; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 39/19; ; 19/10; ; 39/19; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 12:25:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 5/4; 
Woking; 2; 2; 2; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 13:13:44 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 5/4; 
Woking; 2; 2; 2; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 13:47:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 5/4; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 5/4; 
Woking; 2; 2; 2; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 9/4; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 15:47:14 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 5/4; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 13/10; 5/4; 
Woking; 2; 2; 39/20; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 19/10; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 23/10; 12/5; ; 12/5; ; 23/10; ; 27/11; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 16:24:22 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 5/4; 5/4; 5/4; 6/5; ; 5/4; 6/5; ; 6/5; ; 13/10; ; 6/5; ; ; ; ; ; 5/4; 5/4; 
Woking; 2; 2; 39/20; 9/5; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 21/10; ; 2; ; 19/10; ; 2; ; ; ; ; ; 2; 19/10; 
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; ; 23/10; 12/5; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 5/2; 23/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 17:47:02 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Woking; ; ; ; 7/10; 2; ; ; 8/13; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; 9/4; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stockport; ; ; ; 7/2; 5/4; ; ; 4; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-05 18:38:58 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Woking; 1/3; ; ; ; 11/4; ; ; 1/3; ; ; 2; 11/20; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/4; ; ; ; 13/8; ; ; 11/4; ; ; 23/10; 29/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stockport; 18; ; ; ; 11/8; ; ; 12; ; ; 6/5; 11/2; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
