META; english/fa-cup/portsmouth-v-wycombe; 2016-10-30 20:24:21 GMT+3; 2016-11-05 15:00; e70300-dr003
Portsmouth; 8/13; 8/13; 8/13; ; 4/7; ; 4/7; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 14/5; 14/5; ; 11/4; ; 14/5; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wycombe; 9/2; 4; 9/2; ; 9/2; ; 9/2; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-10-31 00:22:55 GMT+3; 2016-11-05 15:00; e70300-dr003
Portsmouth; 8/13; 8/13; 8/13; ; 4/7; ; 4/7; ; ; ; 6/10; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 09:47:00 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 11/20; 11/20; 8/15; 3/5; ; 8/15; ; 4/7; ; 8/15; ; ; ; 4/7; ; 1/2; ; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 14/5; 29/10; 5/2; 11/4; ; 29/10; ; 14/5; ; 29/10; ; ; ; 11/4; ; 13/5; 23/10; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 5; 4; 5; 19/4; 9/2; 9/2; 19/4; 24/5; 9/2; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 22/5; 7/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 11:47:06 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 11/20; 3/5; ; 8/15; ; 4/7; ; 8/15; ; ; ; 4/7; ; 1/2; ; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 13/5; 29/10; 13/5; 11/4; ; 29/10; ; 14/5; ; 29/10; ; ; ; 11/4; ; 13/5; 23/10; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 5; 4; 5; 19/4; 9/2; 5; 19/4; 5; 9/2; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 23/5; 7/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 12:22:30 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 11/20; 3/5; ; 8/15; ; 4/7; ; 8/15; ; ; ; 4/7; ; 1/2; 8/15; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 13/5; 29/10; 13/5; 11/4; ; 29/10; ; 14/5; ; 29/10; ; ; ; 11/4; ; 13/5; 23/10; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 5; 4; 5; 19/4; 9/2; 5; 19/4; 5; 9/2; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 23/5; 23/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 13:03:16 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 11/20; 3/5; ; 8/15; ; 4/7; ; 8/15; ; ; ; 4/7; ; 1/2; 8/15; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 13/5; 29/10; 13/5; 11/4; ; 29/10; ; 14/5; ; 29/10; ; ; ; 11/4; ; 13/5; 23/10; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 5; 4; 5; 19/4; 9/2; 5; 19/4; 5; 9/2; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 23/5; 23/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 13:47:23 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 11/20; 3/5; ; 8/15; ; 4/7; ; 8/15; ; ; ; 4/7; ; 1/2; 8/15; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 13/5; 29/10; 27/10; 11/4; ; 29/10; ; 14/5; ; 29/10; ; ; ; 14/5; ; 13/5; 23/10; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 5; 4; 5; 19/4; 9/2; 5; 19/4; 24/5; 9/2; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 22/5; 23/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 15:47:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 3/5; 4/7; 8/13; 11/20; 11/20; 3/5; ; 4/7; ; 4/7; ; 4/7; ; ; ; 4/7; ; 8/15; 8/15; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 14/5; 11/4; 13/5; 57/20; 27/10; 11/4; ; 37/13; ; 14/5; ; 37/13; ; ; ; 14/5; ; 5/2; 5/2; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 19/4; 5; 4; 5; 9/2; 9/2; 5; 19/4; 24/5; 9/2; ; 79/17; ; 9/2; ; 79/17; ; ; ; 5; ; 9/2; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 16:21:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 4/7; 4/7; 3/5; 4/7; 11/20; 4/7; 4/7; 11/20; 4/7; 8/13; 11/20; 11/20; 8/15; ; 8/15; ; 4/7; ; 8/15; ; ; ; 8/15; ; 8/15; 8/15; 
Draw; 14/5; 29/10; 29/10; 14/5; 3; 3; 31/10; 13/5; 3; 3; 11/4; 13/5; 57/20; 27/10; 3; ; 56/19; ; 14/5; ; 56/19; ; ; ; 14/5; ; 27/10; 5/2; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 21/4; 4; 5; 5; 9/2; 5; 19/4; 24/5; 5; ; 49/10; ; 9/2; ; 49/10; ; ; ; 5; ; 23/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 18:34:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; ; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 8/15; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; ; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 11/4; 5/2; 
Wycombe; ; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 5; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 23/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 19:47:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; ; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; ; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 11/4; 23/10; 
Wycombe; ; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 20:24:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; ; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; ; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 23/10; 
Wycombe; ; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 21:47:20 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; ; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; ; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 12/5; 
Wycombe; ; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-04 23:47:22 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; 14/5; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 12/5; 
Wycombe; 5; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 00:22:23 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 4/7; 6/10; 6/10; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 11/20; 4/7; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; 14/5; 3; 29/10; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 5/2; 
Wycombe; 5; 19/4; 5; 9/2; 9/2; 5; 5; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 01:00:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; 4/7; 4/7; 4/7; 6/10; 8/13; 11/20; 6/10; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 14/5; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 11/4; 5/2; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 01:46:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; 4/7; 4/7; 4/7; 6/10; 8/13; 11/20; 6/10; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 14/5; 14/5; 3; 3; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 5/2; 
Wycombe; 5; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 03:46:47 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 6/10; 8/13; 3/5; ; 3/5; 4/7; 4/7; 4/7; 6/10; 8/13; 11/20; 6/10; 8/15; ; 5/9; ; 4/7; ; 5/9; ; ; ; 6/10; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 14/5; 11/4; 3; ; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 3; ; 14/5; ; 14/5; ; 14/5; ; ; ; 14/5; ; 14/5; 12/5; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; ; 19/4; 9/2; 5; 5; 9/2; 5; 19/4; 5; 5; ; 63/13; ; 9/2; ; 63/13; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 04:22:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; ; 3/5; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; ; 3; 3; 3; 14/5; 27/10; 13/5; 57/20; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 23/10; 
Wycombe; 5; 19/4; 9/2; 5; 9/2; ; 19/4; 9/2; 19/4; 9/2; 9/2; 5; 19/4; 5; 19/4; ; 23/5; ; 9/2; ; 23/5; ; ; ; 5; ; 24/5; 21/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 05:46:47 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 6/10; 8/13; 4/7; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 8/15; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 3; 14/5; 27/10; 13/5; 14/5; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 5/2; 
Wycombe; 5; 19/4; 9/2; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 9/2; 9/2; 5; 19/4; 5; 19/4; ; 23/5; ; 9/2; ; 23/5; ; ; ; 5; ; 24/5; 22/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 06:35:35 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 6/10; 8/13; 4/7; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 3; 14/5; 27/10; 13/5; 14/5; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 5/2; 
Wycombe; 5; 19/4; 9/2; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 9/2; 9/2; 5; 19/4; 5; 19/4; ; 50/11; ; 9/2; ; 50/11; ; ; ; 5; ; 24/5; 22/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 07:47:01 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 6/10; 8/13; ; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 3; 14/5; 27/10; 13/5; ; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 5/2; 
Wycombe; 5; 19/4; 9/2; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 9/2; 9/2; 5; ; 5; 19/4; ; 50/11; ; 9/2; ; 50/11; ; ; ; 5; ; 24/5; 22/5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 08:22:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 6/10; 8/13; ; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 3; 14/5; 27/10; 13/5; ; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 9/2; 9/2; 5; ; 5; 19/4; ; 50/11; ; 9/2; ; 23/5; ; ; ; 5; ; 24/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 09:46:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 4/7; 8/13; ; 6/10; 4/7; ; 11/18; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 13/5; 11/4; 27/10; 14/5; ; 27/10; ; 14/5; ; 11/4; ; ; ; 11/4; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 9/2; 9/2; 5; ; 5; 19/4; ; 50/11; ; 9/2; ; 23/5; ; ; ; 5; ; 23/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 11:47:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 8/13; 4/7; 8/13; 4/7; 8/13; ; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 11/4; 13/5; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 13/5; 11/4; 27/10; 14/5; ; 27/10; ; 14/5; ; 27/10; ; ; ; 11/4; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 19/4; 9/2; 5; ; 5; 19/4; ; 79/17; ; 9/2; ; 79/17; ; ; ; 5; ; 24/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 12:25:44 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; 8/13; 4/7; 8/13; 4/7; 8/13; ; 6/10; 4/7; ; 10/17; ; 4/7; ; 10/17; ; ; ; 8/13; ; 8/13; 4/7; 
Draw; 14/5; 14/5; 11/4; 13/5; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 13/5; 11/4; 27/10; 14/5; ; 27/10; ; 14/5; ; 27/10; ; ; ; 11/4; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 19/4; 9/2; 5; ; 5; 19/4; ; 79/17; ; 9/2; ; 79/17; ; ; ; 5; ; 23/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 13:13:37 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 8/13; 6/10; 8/13; 3/5; 8/13; 3/5; 8/13; 4/7; 3/5; 4/7; 8/13; ; 6/10; 4/7; ; 4/7; ; 4/7; ; 10/17; ; ; ; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 13/5; 11/4; 27/10; 14/5; ; 11/4; ; 14/5; ; 27/10; ; ; ; 14/5; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 19/4; 9/2; 5; ; 5; 19/4; ; 24/5; ; 9/2; ; 47/10; ; ; ; 5; ; 24/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 13:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 6/10; 8/13; 3/5; 8/13; 3/5; 8/13; 4/7; 3/5; 4/7; 8/13; ; 4/7; 4/7; ; 4/7; ; 4/7; ; 4/7; ; ; ; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 29/10; 14/5; 13/5; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 13/5; 11/4; 27/10; 14/5; ; 11/4; ; 14/5; ; 11/4; ; ; ; 14/5; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 19/4; 19/4; 9/2; 5; ; 11/2; 19/4; ; 24/5; ; 9/2; ; 24/5; ; ; ; 5; ; 24/5; 9/2; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 15:47:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 8/13; 4/7; 3/5; 3/5; 4/7; 8/13; 4/7; 3/5; 4/7; 6/10; ; 4/7; 4/7; ; 5/9; ; 4/7; ; 5/9; ; ; ; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 29/10; 14/5; 14/5; 3; 3; 3; 11/4; 3; 14/5; 27/10; 11/4; 11/4; 14/5; 14/5; ; 14/5; ; 14/5; ; 14/5; ; ; ; 3; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 19/4; 9/2; 5; 19/4; 9/2; 5; ; 24/5; 19/4; ; 19/4; ; 9/2; ; 19/4; ; ; ; 5; ; 23/5; 5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 16:24:17 GMT+2; 2016-11-05 15:00; e70300-dr003
Portsmouth; 4/7; 3/5; 8/13; 8/13; 3/5; 8/13; 4/7; 8/13; 4/7; 3/5; 4/7; 6/10; ; 4/7; 4/7; ; 5/9; ; 4/7; ; 5/9; ; ; ; 4/7; ; 4/7; 4/7; 
Draw; 14/5; 29/10; 14/5; 13/5; 3; 3; 3; 11/4; 3; 14/5; 27/10; 11/4; 11/4; 14/5; 14/5; ; 14/5; ; 14/5; ; 14/5; ; ; ; 3; ; 14/5; 11/4; 
Wycombe; 5; 19/4; 19/4; 5; 9/2; 19/4; 5; 9/2; 5; 19/4; 9/2; 5; ; 24/5; 19/4; ; 19/4; ; 9/2; ; 19/4; ; ; ; 5; ; 23/5; 5; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 17:46:55 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Wycombe; 8/11; 4/5; ; 9/10; ; ; ; 5/6; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/5; 
Draw; 12/5; ; ; 21/10; ; ; ; 2; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; 
Portsmouth; 4; 7/2; ; 11/4; ; ; ; 7/2; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; 
META; english/fa-cup/portsmouth-v-wycombe; 2016-11-05 18:38:47 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Draw; 4/6; ; ; ; ; ; ; 4/7; ; 3/5; 5/2; 12/5; ; 13/5; ; ; 40/17; ; ; ; 23/10; ; ; ; ; ; ; 5/6; 
Portsmouth; 3; ; ; ; ; ; ; 11/4; ; 3; 4/6; 16/5; ; 4/6; ; ; 17/5; ; ; ; 13/19; ; ; ; ; ; ; 19/10; 
Wycombe; 7/2; ; ; ; ; ; ; 9/2; ; 15/4; 21/5; 10/11; ; 4; ; ; 13/17; ; ; ; 17/4; ; ; ; ; ; ; 14/5; 
