META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-24 20:24:11 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-27 20:24:47 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 00:24:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 04:22:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 08:22:36 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 12:24:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 16:23:30 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-28 20:23:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-29 00:22:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-29 04:22:25 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-29 12:22:54 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-29 20:22:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 00:22:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 01:00:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 01:47:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 03:47:22 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 04:21:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 05:47:22 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 06:34:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 07:47:13 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 08:21:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 09:47:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 11:47:26 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 12:23:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 13:08:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 13:47:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 15:48:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 16:23:20 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 17:47:37 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 18:40:13 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 19:47:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 20:24:10 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 21:47:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
