META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-24 20:24:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-27 04:24:14 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-27 08:24:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-27 16:28:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-27 20:25:04 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 00:24:36 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 04:22:53 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 08:22:51 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 12:24:18 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 16:23:46 GMT+3; 2016-10-01 15:00; e70300-dr003
FC Utd Manchester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Harrogate Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-28 20:24:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
FC Utd Manchester; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-29 00:22:59 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
FC Utd Manchester; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-29 04:22:44 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
FC Utd Manchester; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-29 08:34:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
FC Utd Manchester; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-29 12:23:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
FC Utd Manchester; 15/8; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 11/4; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-29 20:23:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; ; ; 1; ; ; ; ; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 1/25; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; ; ; 12/5; ; ; ; ; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 1/25; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; ; ; 11/4; ; ; ; ; 3; 14/5; 45/17; ; ; ; 45/17; ; 14/5; ; ; 2/9; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 00:22:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; ; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; ; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; ; ; 11/4; ; ; ; 13/5; 3; 14/5; 45/17; ; ; ; 45/17; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 01:00:58 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; ; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; ; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; ; ; 11/4; ; ; ; 13/5; 3; 14/5; 45/17; ; ; ; 45/17; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 01:47:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; ; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; ; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; ; ; 11/4; ; ; ; 13/5; 3; 14/5; 45/17; ; ; ; 45/17; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 03:47:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; ; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; ; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; ; ; 11/4; ; ; ; 13/5; 3; 14/5; 13/5; ; ; ; 13/5; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 04:22:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; 21/20; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; 12/5; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 14/5; 13/5; ; ; ; 13/5; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 05:47:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 10/11; 19/20; ; ; 1; 19/20; 11/10; ; 21/20; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 21/10; 21/10; ; ; 23/10; 39/20; 85/40; ; 12/5; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 11/4; 5/2; ; ; 3; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 14/5; 13/5; ; ; ; 13/5; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 06:34:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 19/20; ; ; 1; 19/20; 11/10; ; 21/20; ; 1; ; ; ; 19/20; 1; 1; 19/20; ; ; ; 19/20; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 11/5; 21/10; ; ; 23/10; 39/20; 85/40; ; 12/5; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 13/5; 5/2; ; ; 3; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 13/5; ; ; ; 13/5; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 07:47:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 19/20; ; ; 1; 19/20; 11/10; ; 21/20; ; 1; ; ; ; 19/20; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 5/6; 20/21; 
FC Utd Manchester; 11/5; 21/10; ; ; 23/10; 39/20; 85/40; ; 12/5; ; 12/5; ; ; ; 21/10; 21/10; 11/5; 39/19; ; ; ; 39/19; ; 19/10; ; ; 19/10; 19/10; 
Draw; 13/5; 5/2; ; ; 3; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 13/5; ; ; ; 13/5; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 08:21:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 19/20; ; ; 21/20; 19/20; 21/20; ; 21/20; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 21/10; ; ; 9/4; 39/20; 9/4; ; 12/5; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; ; ; 11/4; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 09:47:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 1; ; ; 21/20; 19/20; 21/20; ; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 2; ; ; 11/5; 39/20; 9/4; ; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; ; ; 11/4; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 11:47:46 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 19/20; ; ; 21/20; 19/20; 21/20; ; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 21/10; ; ; 11/5; 39/20; 9/4; ; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; ; ; 11/4; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 12:23:36 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 1; 11/10; 1; 21/20; 19/20; 21/20; ; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 2; 9/4; 2; 11/5; 39/20; 9/4; ; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; 13/5; 5/2; 11/4; 27/10; 14/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 13:09:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 19/20; 11/10; 1; 21/20; 19/20; 1; ; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 21/10; 9/4; 2; 11/5; 39/20; 21/10; ; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; 13/5; 5/2; 11/4; 27/10; 13/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 13:48:04 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 1; 11/10; 1; 21/20; 19/20; 1; ; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 2; 9/4; 2; 11/5; 39/20; 21/10; ; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; 13/5; 5/2; 11/4; 27/10; 13/5; ; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 15:48:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 1; 11/10; 1; 19/20; 19/20; 1; 10/11; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 2; 9/4; 2; 2; 39/20; 21/10; 2; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; 27/10; 13/5; 13/5; 14/5; ; 11/4; ; ; ; 13/5; 3; 11/4; 28/11; ; ; ; 28/11; ; 14/5; ; ; 12/5; 12/5; 
META; english/fa-cup/fc-utd-manchester-v-harrogate-town; 2016-09-30 16:23:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrogate Town; 1; 1; 11/10; 1; 19/20; 19/20; 1; 10/11; 11/10; ; 21/20; ; ; ; 1; 1; 1; 1; ; ; ; 1; ; 30/29; ; ; 10/11; 20/21; 
FC Utd Manchester; 11/5; 2; 9/4; 2; 2; 39/20; 21/10; 2; 23/10; ; 9/4; ; ; ; 19/10; 21/10; 11/5; 2; ; ; ; 2; ; 19/10; ; ; 7/4; 9/5; 
