META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-10 00:25:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 00:23:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 04:24:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 08:23:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 12:24:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 16:24:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-12 20:25:25 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-13 04:24:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-13 12:26:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-13 16:27:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-13 20:26:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 00:24:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 04:23:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 08:24:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 12:24:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 16:24:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Banbury Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-14 20:25:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 00:23:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 04:23:39 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 08:23:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 12:24:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; ; ; 7/5; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cirencester; 7/5; ; ; ; ; ; 8/5; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 16:24:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-15 20:25:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 00:22:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 04:22:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 08:22:16 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 12:21:11 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; 31/20; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 16:23:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; ; ; ; 7/5; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; 1/25; ; 
Cirencester; 7/5; ; ; ; 6/4; ; ; ; 6/4; ; ; ; ; ; ; ; 16/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-16 20:24:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; 13/10; ; 13/10; 7/5; ; ; 11/8; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 1; ; 
Cirencester; 7/5; ; ; ; 6/4; 7/5; ; 7/5; 6/4; ; ; 11/8; ; ; ; ; 16/11; ; ; 7/5; ; ; ; ; ; ; 21/20; ; 
Draw; 14/5; ; ; ; 3; 11/4; ; 11/4; 3; ; ; 5/2; ; ; ; ; 3; ; ; 11/4; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-17 00:23:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; 13/10; 29/20; 13/10; 7/5; ; ; 11/8; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 1/12; ; 
Cirencester; 7/5; ; ; ; 6/4; 7/5; 6/4; 7/5; 6/4; ; ; 11/8; ; ; ; ; 16/11; ; ; 7/5; ; ; ; ; ; ; 1/12; ; 
Draw; 14/5; ; ; ; 3; 11/4; 3; 11/4; 3; ; ; 5/2; ; ; ; ; 3; ; ; 11/4; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-17 04:32:59 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; ; ; 7/5; 13/10; 29/20; 13/10; 7/5; ; ; 11/8; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 1/12; ; 
Cirencester; 7/5; ; ; ; 6/4; 7/5; 6/4; 7/5; 6/4; ; ; 11/8; ; ; ; ; 16/11; ; ; 7/5; ; ; ; ; ; ; 1/12; ; 
Draw; 14/5; ; ; ; 3; 11/4; 3; 11/4; 3; ; ; 5/2; ; ; ; ; 3; ; ; 11/4; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-17 08:24:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; 31/20; ; 7/5; 13/10; 29/20; 13/10; 7/5; ; ; 11/8; ; ; 6/4; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 7/5; ; 
Cirencester; 7/5; ; 33/20; ; 6/4; 7/5; 6/4; 7/5; 6/4; ; ; 11/8; ; ; 13/8; ; 16/11; ; ; 7/5; ; ; ; ; ; ; 6/4; ; 
Draw; 14/5; ; 49/20; ; 3; 11/4; 3; 11/4; 3; ; ; 5/2; ; ; 5/2; ; 3; ; ; 11/4; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-17 12:24:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; ; 31/20; ; 6/4; 13/10; 29/20; 13/10; 7/5; ; ; 11/8; ; ; 6/4; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 7/5; ; 
Cirencester; 7/5; ; 33/20; ; 6/4; 7/5; 6/4; 7/5; 6/4; ; ; 11/8; ; ; 13/8; ; 16/11; ; ; 7/5; ; ; ; ; ; ; 6/4; ; 
Draw; 14/5; ; 49/20; ; 11/4; 11/4; 3; 11/4; 3; ; ; 5/2; ; ; 5/2; ; 3; ; ; 11/4; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/cirencester-v-banbury-utd; 2016-09-17 16:23:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Banbury Utd; 13/10; 11/8; 31/20; 29/20; 7/5; 13/10; 29/20; 13/10; 7/5; ; ; 11/8; ; ; 7/5; ; 7/5; ; ; 7/5; ; ; ; ; ; ; 1; ; 
Cirencester; 7/5; 7/5; 33/20; 6/4; 6/4; 7/5; 6/4; 7/5; 6/4; ; ; 11/8; ; ; 6/4; ; 6/4; ; ; 7/5; ; ; ; ; ; ; 21/20; ; 
Draw; 14/5; 13/5; 49/20; 13/5; 3; 11/4; 3; 11/4; 3; ; ; 5/2; ; ; 23/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 21/10; ; 
