META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-10 00:24:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-11 04:22:24 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-11 08:22:40 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-11 12:24:55 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-11 16:23:38 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-11 20:24:30 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 00:22:40 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 04:23:18 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 08:22:19 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 12:23:31 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 16:23:55 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-12 20:24:31 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-13 04:23:43 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-13 08:23:50 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-13 12:25:15 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-13 16:25:45 GMT+3; 2016-09-17 15:00; e70300-dr003
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-13 20:25:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 00:23:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 04:22:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 08:23:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 12:23:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 16:23:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hampton and Richmond; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-14 20:24:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 00:22:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Dunstable; 17/4; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 04:22:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; 17/4; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 08:22:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
AFC Dunstable; 17/4; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 12:22:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; ; ; 1/2; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; 10/3; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Dunstable; 17/4; ; ; ; ; ; 21/4; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 16:23:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-15 20:23:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 00:21:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 00:59:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 01:46:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 03:47:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 04:21:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 05:46:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 06:32:25 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 07:47:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 08:21:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 09:46:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 5/11; ; ; ; 5/11; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 57/17; ; ; ; 57/17; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 17/4; ; ; ; 17/4; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 12:20:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 12:58:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 13:47:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 15:46:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; ; ; 
