META; english/fa-cup/oxford-city-v-bath-city; 2016-09-18 20:24:10 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 00:22:25 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; ; 7/5; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; ; 9/5; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 03:45:44 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; ; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; ; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 04:22:12 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; ; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; ; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 05:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; ; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; ; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 06:28:27 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; ; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; ; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 07:45:48 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; ; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; ; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 08:22:29 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; 17/10; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; 5/2; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 09:45:43 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; 9/5; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 49/20; ; 13/5; ; 13/5; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 11:45:48 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Oxford City; 8/5; 17/10; 9/5; ; 9/5; ; 9/5; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; ; 13/5; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 12:22:23 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Oxford City; 8/5; 17/10; 9/5; ; 9/5; ; 9/5; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; ; 13/5; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 12:51:20 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Oxford City; 8/5; 17/10; 9/5; ; 9/5; ; 9/5; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; ; 13/5; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 13:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; 11/8; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Oxford City; 8/5; 17/10; 9/5; ; 9/5; ; 9/5; ; 9/5; ; ; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; ; 13/5; ; 11/4; ; ; 23/10; ; ; ; ; 5/2; 5/2; ; ; ; 27/11; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 15:45:54 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 29/20; ; 11/8; ; 7/5; 6/5; 7/5; ; 7/5; 11/8; ; ; ; ; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 7/4; ; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 12/5; ; 13/5; ; 5/2; 5/2; 13/5; ; 12/5; 11/5; ; ; ; ; 5/2; 12/5; ; ; ; 12/5; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 16:23:09 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; ; 11/8; ; 11/8; 6/5; 7/5; ; 7/5; 11/8; ; ; ; ; 13/10; 13/10; ; ; ; 13/10; ; 9/7; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 9/5; ; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; 28/17; ; ; ; ; 
Draw; 5/2; 23/10; 12/5; ; 5/2; ; 5/2; 5/2; 13/5; ; 12/5; 11/5; ; ; ; ; 5/2; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 17:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; ; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; ; 13/10; 23/17; ; ; ; 23/17; ; 9/7; ; ; ; ; 
Oxford City; 8/5; 13/8; 9/5; ; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 9/5; ; ; 7/4; 8/5; ; ; ; 8/5; ; 28/17; ; ; ; ; 
Draw; 5/2; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 9/4; ; 51/20; ; ; 5/2; 23/10; ; ; ; 23/10; ; 5/2; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 18:32:29 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; ; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
