META; english/fa-cup/oxford-city-v-bath-city; 2016-09-18 20:24:10 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 00:22:25 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; ; 7/5; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 8/5; ; 9/5; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 03:45:44 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; ; 11/8; ; ; ; 7/5; ; ; 13/10; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; ; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; ; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 19:45:44 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 20:23:51 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; ; ; 13/10; ; ; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; ; ; 17/10; ; ; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; ; ; 12/5; ; ; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 21:45:51 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-19 23:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 17/10; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 00:22:58 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 17/10; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 00:52:00 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 17/10; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 01:45:38 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 17/10; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 03:45:42 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 5/4; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 17/10; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 04:22:47 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 7/5; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 37/20; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 15/8; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 23/10; 9/4; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 05:45:40 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 11/8; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 06:39:41 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; 6/5; 11/8; 6/5; 7/5; ; 7/5; 11/8; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; ; 49/20; ; 5/2; 5/2; 9/4; ; 12/5; ; 9/4; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 07:45:41 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; 6/5; 7/5; 6/5; 7/5; ; 7/5; 11/8; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; ; 49/20; ; 5/2; 5/2; 23/10; ; 12/5; ; 23/10; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 08:23:10 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 11/8; 6/5; 7/5; 6/5; 7/5; ; 7/5; 11/8; ; 11/8; ; 27/20; 13/10; 13/10; ; 13/10; ; 13/10; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 13/8; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 7/5; 
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; ; 49/20; ; 5/2; 5/2; 23/10; ; 12/5; ; 23/10; ; 5/2; ; ; ; 2; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 09:45:41 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 7/5; 6/5; 7/5; 6/5; 7/5; ; 7/5; 11/8; ; 11/8; ; 27/20; 13/10; 5/4; ; 13/10; ; 5/4; ; 9/7; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 7/4; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; 28/17; ; ; ; 8/5; 
Draw; 5/2; 23/10; 12/5; 11/5; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 11/5; ; 49/20; ; 5/2; 5/2; 23/10; ; 12/5; ; 23/10; ; 5/2; ; ; ; 21/10; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 11:45:44 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 7/5; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 17/10; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; 8/5; 
Draw; 5/2; 23/10; 12/5; 21/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 9/4; ; 49/20; ; 5/2; 5/2; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; 21/10; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 12:23:52 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 7/5; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 17/10; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; 8/5; 
Draw; 5/2; 23/10; 12/5; 21/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 9/4; ; 49/20; ; 5/2; 5/2; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; 21/10; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 12:57:00 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 7/5; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 17/10; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; 8/5; 
Draw; 5/2; 23/10; 12/5; 21/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 9/4; ; 49/20; ; 5/2; 5/2; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; 21/10; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 13:45:39 GMT+3; 2016-09-20 19:45; e70300-dr003
Bath City; 5/4; 13/10; 29/20; 13/10; 7/5; 6/5; 11/8; 6/5; 7/5; ; 7/5; 27/20; ; 11/8; ; 27/20; 13/10; 5/4; ; 13/10; ; 5/4; ; ; ; ; ; 13/10; 
Oxford City; 7/4; 13/8; 9/5; 17/10; 9/5; 8/5; 9/5; 13/8; 9/5; ; 9/5; 17/10; ; 37/20; ; 17/10; 7/4; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; 8/5; 
Draw; 5/2; 23/10; 12/5; 21/10; 5/2; 5/2; 5/2; 5/2; 5/2; ; 12/5; 9/4; ; 49/20; ; 5/2; 5/2; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; 21/10; 
META; english/fa-cup/oxford-city-v-bath-city; 2016-09-20 15:45:48 GMT+3; 2016-09-20 19:45; e70300-dr003
