META; english/fa-cup/eastleigh-v-halifax; 2016-11-18 20:26:19 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-19 00:24:46 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-19 04:24:22 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-19 08:25:02 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-19 12:26:03 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-19 16:26:18 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 00:25:45 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 04:24:13 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 08:24:32 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 12:25:32 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 16:27:20 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; 5/6; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-20 20:26:30 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; 5/6; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 00:24:47 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; 5/6; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 04:24:40 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; 5/6; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 08:24:56 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 7/10; ; 5/6; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 12:25:27 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; 5/6; ; 3/4; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; 5/2; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 17/5; ; 10/3; ; 16/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 16:25:28 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; 5/6; ; 3/4; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; 5/2; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 17/5; ; 10/3; ; 16/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-21 20:25:34 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; 5/6; ; 3/4; ; ; ; 8/11; ; ; 4/5; ; 4/5; ; ; ; 4/5; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; 5/2; ; ; ; 13/5; ; ; 13/5; ; 13/5; ; ; ; 13/5; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 17/5; ; 10/3; ; 16/5; ; ; ; 7/2; ; ; 57/17; ; 10/3; ; ; ; 57/17; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-22 00:24:31 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; 5/6; ; 3/4; ; ; ; 8/11; ; ; 4/5; ; 4/5; ; ; ; 4/5; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; 5/2; ; ; ; 13/5; ; ; 13/5; ; 13/5; ; ; ; 13/5; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 17/5; ; 10/3; ; 16/5; ; ; ; 7/2; ; ; 57/17; ; 10/3; ; ; ; 57/17; ; ; ; ; 
META; english/fa-cup/eastleigh-v-halifax; 2016-11-22 04:25:20 GMT+2; 2016-12-04 14:00; e70300-dr003
Eastleigh; 4/5; 2/3; ; ; ; ; 8/11; ; 5/6; ; 3/4; ; ; ; 8/11; ; ; 4/5; ; 4/5; ; ; ; 4/5; ; ; ; ; 
Draw; 13/5; 11/4; ; ; ; ; 27/10; ; 13/5; ; 5/2; ; ; ; 13/5; ; ; 13/5; ; 13/5; ; ; ; 13/5; ; ; ; ; 
Halifax; 10/3; 7/2; ; ; ; ; 17/5; ; 10/3; ; 16/5; ; ; ; 7/2; ; ; 57/17; ; 10/3; ; ; ; 57/17; ; ; ; ; 
