META; english/fa-cup/egham-v-faversham-town; 2016-10-02 16:23:40 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-02 20:24:20 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 00:22:18 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 00:45:49 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 01:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 03:45:31 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 04:21:48 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 05:45:24 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 06:29:22 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 07:45:24 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 08:22:02 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 09:45:24 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 11:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 12:22:19 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 13/8; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 12:47:11 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-faversham-town; 2016-10-03 13:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham; 5/4; 5/4; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Faversham Town; 6/4; 6/4; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
