META; english/fa-cup/merstham-v-oxford; 2016-10-30 20:23:12 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 7/2; 19/5; ; 7/2; ; 15/4; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Merstham; 7; 6; 6; ; 13/2; ; 13/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-oxford; 2016-10-31 00:22:02 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 7/2; 19/5; ; 7/2; ; 15/4; ; 7/2; ; 15/4; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Merstham; 7; 6; 6; ; 13/2; ; 13/2; ; 7; ; 6; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-10-31 16:22:07 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; ; 2/5; ; 4/11; ; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; ; ; 3/10; ; 
Draw; 7/2; 7/2; 19/5; 4; 18/5; ; 4; ; 7/2; ; 15/4; ; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; ; ; 10/3; ; 
Merstham; 7; 6; 6; 13/2; 6; ; 13/2; ; 7; ; 6; ; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-10-31 20:23:07 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; ; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; ; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 10/3; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; ; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 00:22:22 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; ; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; ; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; ; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 04:21:36 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 08:21:43 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 12:22:06 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 16:23:45 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 3/10; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-01 20:23:03 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 7; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 00:23:25 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 04:22:24 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 7; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 08:22:13 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; ; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 4; 18/5; ; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; ; 13/2; 7; 7; 11/2; 6; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 12:23:22 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 1/3; 4/11; 2/5; 4/11; ; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 4; 7/2; 7/2; 15/4; 3; 7/2; 4; ; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; 7; 7; 7; 7; 11/2; ; 7; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 16:23:48 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 1/3; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 7/2; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; 7; 13/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 31/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-02 20:24:39 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 18/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 10/3; ; 
Merstham; 7; 6; 6; 13/2; 6; 7; 13/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-03 00:22:02 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 18/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 6; 7; 13/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 24/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-03 08:22:10 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 7/2; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 13/2; 7; 7; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-03 12:23:53 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 7; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 31/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-03 16:22:54 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 13/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 31/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-03 20:23:43 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 1/3; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 13/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 00:21:48 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 00:56:14 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 7; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 01:46:08 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 03:46:12 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 04:20:51 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 05:46:11 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 06:33:15 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 07:46:05 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 08:21:02 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 09:46:11 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/7; ; 1/3; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 19/5; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 7/2; ; 15/4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 6; 7; ; 11/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 11:46:13 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 1/3; ; 
Draw; 7/2; 4; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 3; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 12:21:35 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 4; 19/5; 15/4; 19/5; 7/2; 19/5; 3; 7/2; 4; 15/4; 3; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 13:02:20 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 4; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 3; ; 19/5; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 13:46:15 GMT+2; 2016-11-05 12:30; e70300-dr003
