META; english/fa-cup/stockport-v-salford-city; 2016-09-24 20:25:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-27 16:30:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; 1/50; ; 
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 1/100; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-27 20:26:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; 1/25; ; 
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 00:25:28 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; 1/25; ; 
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 04:23:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; 1/25; ; 
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 08:23:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 12:25:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 16:24:37 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-28 20:25:20 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-29 00:23:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; 7/5; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-29 04:23:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; 7/5; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Stockport; 7/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-29 12:24:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Salford City; 7/5; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Stockport; 7/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-29 20:24:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 13/10; 11/8; ; ; 7/5; 13/10; 8/5; ; ; ; 6/4; ; ; ; ; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 1/10; 11/8; 
Salford City; 6/4; 29/20; ; ; 8/5; 29/20; 6/4; ; ; ; 13/8; ; ; ; ; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 1/10; 7/5; 
Draw; 13/5; 12/5; ; ; 11/4; 5/2; 13/5; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; 40/17; ; ; ; 40/17; ; 27/10; ; ; 1/4; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 00:23:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 13/10; 7/5; ; ; 6/4; 13/10; 8/5; ; ; ; 6/4; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 13/10; 11/8; 
Salford City; 6/4; 29/20; ; ; 8/5; 29/20; 6/4; ; ; ; 13/8; ; ; ; 6/4; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 7/5; 7/5; 
Draw; 13/5; 12/5; ; ; 13/5; 5/2; 13/5; ; ; ; 13/5; ; ; ; 23/10; 11/4; 13/5; 40/17; ; ; ; 40/17; ; 27/10; ; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 04:22:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 13/10; 7/5; ; ; 6/4; 13/10; 8/5; ; ; ; 6/4; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 13/10; 11/8; 
Salford City; 6/4; 29/20; ; ; 8/5; 29/20; 6/4; ; ; ; 13/8; ; ; ; 6/4; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 7/5; 7/5; 
Draw; 13/5; 12/5; ; ; 13/5; 5/2; 13/5; ; ; ; 13/5; ; ; ; 23/10; 11/4; 13/5; 12/5; ; ; ; 12/5; ; 27/10; ; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 08:22:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 7/5; ; ; 6/4; 13/10; 8/5; ; 6/4; ; 6/4; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 13/10; 11/8; 
Salford City; 31/20; 29/20; ; ; 8/5; 29/20; 6/4; ; 13/8; ; 13/8; ; ; ; 6/4; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 7/5; 7/5; 
Draw; 5/2; 12/5; ; ; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; ; ; 23/10; 11/4; 13/5; 12/5; ; ; ; 12/5; ; 27/10; ; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 12:24:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 6/4; 11/8; 6/4; 13/10; 8/5; ; 6/4; ; 6/4; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 13/10; 11/8; 
Salford City; 31/20; 29/20; 13/8; 6/4; 8/5; 29/20; 6/4; ; 13/8; ; 13/8; ; ; ; 6/4; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 7/5; 7/5; 
Draw; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; ; ; 23/10; 11/4; 13/5; 40/17; ; ; ; 40/17; ; 27/10; ; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 16:24:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 6/4; 11/8; 13/10; 13/10; 7/5; 7/5; 6/4; ; 6/4; ; ; ; 7/5; 7/5; 16/11; 7/5; ; ; ; 7/5; ; 25/19; ; ; 13/10; 11/8; 
Salford City; 31/20; 29/20; 13/8; 6/4; 6/4; 29/20; 6/4; 6/4; 13/8; ; 13/8; ; ; ; 6/4; 8/5; 17/11; 6/4; ; ; ; 6/4; ; 6/4; ; ; 7/5; 7/5; 
Draw; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; ; 13/5; ; ; ; 23/10; 11/4; 13/5; 40/17; ; ; ; 40/17; ; 27/10; ; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-09-30 20:25:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 7/5; 6/4; 11/8; 11/8; 13/10; 7/5; 7/5; 6/4; ; 6/4; 6/4; ; ; 7/5; 7/5; 16/11; 7/5; ; 6/4; ; 7/5; ; 25/19; 6/4; ; 6/4; 11/8; 
Salford City; 31/20; 29/20; 13/8; 29/20; 6/4; 29/20; 6/4; 6/4; 13/8; ; 13/8; 13/10; ; ; 6/4; 8/5; 17/11; 17/11; ; 16/11; ; 17/11; ; 6/4; 8/5; ; 6/4; 7/5; 
Draw; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; ; 12/5; 12/5; ; ; 23/10; 11/4; 13/5; 23/10; ; 12/5; ; 23/10; ; 27/10; 5/2; ; 21/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-10-01 00:24:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 6/4; 11/8; 11/8; 13/10; 7/5; 7/5; 6/4; ; 6/4; 6/4; ; ; 7/5; 7/5; 16/11; 7/5; ; 6/4; ; 7/5; ; 25/19; 6/4; ; 6/4; 11/8; 
Salford City; 31/20; 29/20; 13/8; 29/20; 6/4; 29/20; 6/4; 6/4; 13/8; ; 13/8; 13/10; ; ; 6/4; 8/5; 17/11; 17/11; ; 16/11; ; 17/11; ; 6/4; 8/5; ; 13/8; 7/5; 
Draw; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; ; 12/5; 12/5; ; ; 23/10; 11/4; 13/5; 9/4; ; 12/5; ; ; ; 27/10; 5/2; ; 9/4; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-10-01 04:24:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 6/4; 11/8; 11/8; 13/10; 7/5; 7/5; 6/4; ; 6/4; 6/4; ; ; 7/5; 7/5; 16/11; 7/5; ; 6/4; ; 7/5; ; 25/19; 6/4; ; 6/4; 11/8; 
Salford City; 31/20; 29/20; 13/8; 29/20; 6/4; 29/20; 6/4; 6/4; 13/8; ; 13/8; 13/10; ; ; 6/4; 8/5; 17/11; 17/11; ; 16/11; ; 17/11; ; 6/4; 8/5; ; 13/8; 7/5; 
Draw; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; ; 12/5; 12/5; ; ; 23/10; 11/4; 13/5; 9/4; ; 12/5; ; 9/4; ; 27/10; 5/2; ; 23/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-10-01 08:24:28 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 6/4; 11/8; 11/8; 13/10; 7/5; 7/5; 6/4; ; 6/4; 6/4; ; ; 7/5; 7/5; 16/11; 7/5; ; 6/4; ; 7/5; ; 25/19; 6/4; ; 6/4; 11/8; 
Salford City; 31/20; 29/20; 13/8; 29/20; 6/4; 29/20; 6/4; 6/4; 13/8; ; 13/8; 13/10; ; ; 6/4; 8/5; 17/11; 17/11; ; 16/11; ; 17/11; ; 6/4; 8/5; ; 13/8; 7/5; 
Draw; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 13/5; ; 12/5; 12/5; ; ; 23/10; 11/4; 13/5; 9/4; ; 23/10; ; 9/4; ; 27/10; 5/2; ; 23/10; 11/5; 
META; english/fa-cup/stockport-v-salford-city; 2016-10-01 12:24:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 7/5; 11/8; 31/20; 11/8; 11/8; 13/10; ; 7/5; 6/4; ; 6/4; 6/4; ; ; 29/20; 7/5; 16/11; 16/11; ; 6/4; ; 16/11; ; 25/19; 6/4; ; 6/4; 7/5; 
Salford City; 31/20; 6/4; 8/5; 29/20; 6/4; 29/20; ; 6/4; 13/8; ; 13/8; 13/10; ; ; 29/20; 8/5; 17/11; 17/11; ; 16/11; ; 17/11; ; 6/4; 8/5; ; 13/8; 7/5; 
Draw; 5/2; 23/10; 5/2; 5/2; 23/10; 5/2; ; 5/2; 13/5; ; 12/5; 12/5; ; ; 9/4; 11/4; 13/5; 9/4; ; 23/10; ; 9/4; ; 27/10; 5/2; ; 23/10; 21/10; 
META; english/fa-cup/stockport-v-salford-city; 2016-10-01 16:25:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Stockport; 29/20; 29/20; 31/20; 29/20; 7/5; 13/10; 6/4; 7/5; 8/5; ; 6/4; 6/4; ; ; 29/20; 6/4; 6/4; 16/11; ; 6/4; ; 16/11; ; ; 6/4; ; 6/4; 7/5; 
Salford City; 6/4; 6/4; 8/5; 31/20; 6/4; 29/20; 29/20; 6/4; 13/8; ; 17/10; 13/10; ; ; 6/4; 17/10; 17/11; 17/11; ; 6/4; ; 17/11; ; 6/4; 8/5; ; 8/5; 7/5; 
Draw; 5/2; 9/4; 5/2; 11/5; 9/4; 5/2; 12/5; 5/2; 13/5; ; 23/10; 12/5; ; ; 9/4; 23/10; 5/2; 11/5; ; 9/4; ; 11/5; ; ; 12/5; ; 2; 21/10; 
