META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-10 16:23:41 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-10 20:24:48 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; ; 3/5; ; 13/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; ; 3; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 00:22:21 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; ; 4/7; ; 4/7; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; ; 3; ; 10/3; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; ; 16/5; ; 33/10; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 04:22:54 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; ; 4/7; ; 4/7; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; ; 3; ; 10/3; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; ; 16/5; ; 33/10; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 08:23:12 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; ; 4/7; ; 4/7; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; ; 3; ; 10/3; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; ; 16/5; ; 16/5; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 12:24:04 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; ; 4/7; 3/5; 4/7; 8/15; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; ; 16/5; 11/4; 33/10; 10/3; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; ; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 16:24:29 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 16/5; 11/4; 33/10; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-11 20:24:03 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 16/5; 11/4; 16/5; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-12 00:22:51 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 16/5; 11/4; 16/5; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-12 08:22:50 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 16/5; 11/4; 33/10; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-12 12:24:56 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 16/5; 11/4; 16/5; 16/5; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-12 16:24:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-12 20:24:26 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 10:48:28 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 11:47:42 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 3/5; 4/7; 4/6; ; ; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 3; ; ; ; 3; ; 7/2; ; ; ; 27/10; ; ; ; ; 3; ; ; ; ; 
Draw; 10/3; ; 3; 3; 16/5; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; 10/3; ; ; ; 10/3; ; ; ; ; 15/4; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 12:23:23 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 3/5; 4/7; 4/6; ; ; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 3; ; ; ; 3; ; 7/2; ; ; ; 27/10; ; ; ; ; 3; ; ; ; ; 
Draw; 10/3; ; 3; 3; 16/5; 10/3; 10/3; 10/3; 7/2; ; ; ; 10/3; ; 10/3; ; ; ; 10/3; ; ; ; ; 15/4; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 13:02:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 4/7; 3/5; 3/5; 4/7; 4/6; ; 4/6; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 3; ; 10/3; ; 3; ; 7/2; ; ; ; 27/10; ; ; ; ; 3; ; ; ; ; 
Draw; 10/3; ; 3; 3; 16/5; 10/3; 10/3; 10/3; 7/2; ; 14/5; ; 10/3; ; 10/3; ; ; ; 10/3; ; ; ; ; 15/4; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 13:47:30 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; 4/6; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 3; ; 10/3; ; 3; ; 7/2; ; ; ; 27/10; ; ; ; ; 3; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 33/10; 10/3; 7/2; ; 14/5; ; 10/3; ; 10/3; ; ; ; 10/3; ; ; ; ; 15/4; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 15:47:36 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; 4/6; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; ; ; 
Burgess Hill Town; 11/4; ; 7/2; 16/5; 3; 11/4; 31/10; 16/5; 3; ; 10/3; ; 3; ; 7/2; ; ; ; 27/10; ; ; ; ; 3; ; ; ; ; 
Draw; 10/3; ; 3; 3; 3; 10/3; 33/10; 10/3; 7/2; ; 14/5; ; 10/3; ; 10/3; ; ; ; 10/3; ; ; ; ; 15/4; ; ; ; ; 
META; english/fa-cup/burgess-hill-town-v-dover; 2016-10-13 16:23:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Dover; 8/13; ; 7/10; 8/13; 3/5; 3/5; 3/5; 4/7; 4/6; ; 4/6; ; 13/20; ; 8/13; ; ; ; 4/6; ; ; ; ; 19/29; ; ; 1/100; ; 
