META; english/fa-cup/blackpool-v-brackley-town; 2016-11-18 20:25:35 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-19 00:24:10 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-19 04:23:51 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-19 08:24:23 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-19 12:25:30 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-19 16:25:28 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-20 00:25:12 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-20 04:23:41 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-20 08:24:02 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-20 12:24:53 GMT+2; 2016-12-03 15:00; e70300-dr003
Blackpool; 4/9; 4/9; ; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; 33/10; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley Town; 6; 6; ; ; ; ; 13/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blackpool-v-brackley-town; 2016-11-20 16:26:42 GMT+2; 2016-12-03 15:00; e70300-dr003
