META; english/fa-cup/lincoln-v-oldham; 2016-11-18 20:26:39 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-19 00:24:59 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-19 04:24:34 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-19 08:25:15 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-19 12:26:16 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-19 16:26:31 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 00:25:56 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 04:24:24 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 08:24:44 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 12:25:44 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; ; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 16:27:36 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-20 20:26:44 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 00:25:01 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 04:24:54 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 08:25:09 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 12:25:42 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 16:25:41 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-21 20:25:49 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-22 00:24:47 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-22 04:25:36 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-22 08:25:38 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-22 12:26:10 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Oldham; 13/8; 3/2; ; ; ; ; 31/20; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/fa-cup/lincoln-v-oldham; 2016-11-22 16:27:26 GMT+2; 2016-12-05 19:45; e70300-dr003
Lincoln; 13/8; 13/8; ; ; ; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; 13/8; ; ; ; ; 
