META; english/fa-cup/millwall-v-braintree-town; 2016-11-18 20:26:23 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 17/2; 8; ; ; ; ; 9; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/millwall-v-braintree-town; 2016-11-19 00:24:49 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 17/2; 8; ; ; ; ; 9; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/millwall-v-braintree-town; 2016-11-19 04:24:25 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 17/2; 8; ; ; ; ; 9; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/millwall-v-braintree-town; 2016-11-19 08:25:06 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 17/2; 8; ; ; ; ; 9; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/millwall-v-braintree-town; 2016-11-19 12:26:05 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 17/2; 8; ; ; ; ; 9; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/millwall-v-braintree-town; 2016-11-19 16:26:21 GMT+2; 2016-12-04 14:00; e70300-dr003
Millwall; 2/7; 2/7; ; ; ; ; 1/4; ; ; ; 2/7; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; 4; ; ; ; ; 9/2; ; ; ; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
