META; english/fa-cup/peterborough-v-notts-county; 2016-12-05 20:23:27 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 4/7; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/2; ; ; ; ; ; 19/4; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 00:22:37 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 4/7; ; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; 10/3; ; 33/10; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/2; ; ; ; 5; ; 19/4; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 04:22:31 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 4/7; ; ; 11/20; 4/7; ; 8/15; ; ; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; 3; 10/3; ; 33/10; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/2; ; ; 5; 5; ; 19/4; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 08:22:22 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 4/7; ; ; 11/20; 4/7; ; 8/15; ; ; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; 3; 10/3; ; 33/10; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/2; ; ; 5; 5; ; 19/4; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 12:23:12 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 4/7; ; ; 11/20; 4/7; ; 8/15; ; ; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; 3; 10/3; ; 33/10; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/2; ; ; 5; 5; ; 19/4; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 16:24:23 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 8/13; ; 4/6; 4/6; 4/7; ; 13/20; ; ; ; ; ; ; ; 8/13; ; 8/13; ; ; ; 8/13; 67/100; ; ; ; ; ; ; 
Draw; 14/5; ; 3; 14/5; 10/3; ; 31/10; ; ; ; ; ; ; ; 3; ; 13/5; ; ; ; 13/5; 63/20; ; ; ; ; ; ; 
Notts County; 9/2; ; 15/4; 15/4; 5; ; 15/4; ; ; ; ; ; ; ; 4; ; 39/10; ; ; ; 39/10; 22/5; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-notts-county; 2016-12-06 20:23:48 GMT+2; 2016-12-13 19:45; e70300-dr003
Peterborough; 8/13; ; 4/6; 4/6; 4/7; 4/6; 13/20; ; ; ; 8/13; ; ; ; 8/13; ; 10/17; 8/13; ; 4/7; 10/17; 67/100; ; 8/13; ; ; ; ; 
Draw; 14/5; ; 3; 3; 10/3; 3; 31/10; ; ; ; 29/10; ; ; ; 3; ; 37/13; 14/5; ; 14/5; 14/5; 63/20; ; 14/5; ; ; ; ; 
Notts County; 9/2; ; 15/4; 15/4; 5; 4; 15/4; ; ; ; 18/5; ; ; ; 4; ; 19/5; 9/2; ; 9/2; 19/5; 22/5; ; 9/2; ; ; ; ; 
