META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-10 20:25:39 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; ; 3/5; ; 7/10; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 3; ; 3; ; 11/4; ; 3; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; 23/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 00:23:05 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; ; 4/7; ; 3/5; 4/7; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 3; ; 3; ; 11/4; ; 3; 3; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; ; 10/3; ; 17/5; 10/3; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; 23/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 04:23:37 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; ; 4/7; ; 3/5; 4/7; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 3; ; 3; ; 11/4; ; 3; 3; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; ; 10/3; ; 17/5; 10/3; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; 23/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 08:23:55 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; ; 4/7; ; 3/5; 4/7; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 3; ; 3; ; 11/4; ; 3; 3; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; ; 10/3; ; 17/5; 10/3; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; 23/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 12:24:59 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; ; 4/7; 8/13; 3/5; 4/7; 4/6; ; ; ; ; ; ; 8/13; 11/18; ; ; ; 11/18; 4/6; ; ; ; ; ; ; 
Draw; 3; ; 3; ; 3; 3; 3; 3; 10/3; ; ; ; ; ; ; 10/3; 56/19; ; ; ; 56/19; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; ; 16/5; 3; 17/5; 10/3; 7/2; ; ; ; ; ; ; 10/3; 3; ; ; ; 3; 23/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 16:25:18 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; 8/13; 3/5; 8/13; 3/5; 4/7; 4/6; ; ; ; 13/20; ; ; 8/13; 11/18; ; ; ; 11/18; 7/10; ; ; ; ; ; ; 
Draw; 3; ; 3; 11/4; 11/4; 3; 3; 3; 10/3; ; ; ; 3; ; ; 10/3; 56/19; ; ; ; 56/19; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; 7/2; 16/5; 3; 17/5; 10/3; 7/2; ; ; ; 10/3; ; ; 10/3; 3; ; ; ; 3; 22/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-11 20:25:05 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; 8/13; 3/5; 8/13; 3/5; 4/7; 4/6; ; ; ; 13/20; ; ; 8/13; 11/18; ; ; ; 11/18; 7/10; ; ; ; ; ; ; 
Draw; 3; ; 3; 11/4; 11/4; 3; 3; 3; 10/3; ; ; ; 3; ; ; 10/3; 29/10; ; ; ; 29/10; 3; ; ; ; ; ; ; 
Taunton; 3; ; 18/5; 7/2; 16/5; 3; 17/5; 10/3; 7/2; ; ; ; 10/3; ; ; 10/3; 58/19; ; ; ; 58/19; 22/5; ; ; ; ; ; ; 
META; english/fa-cup/taunton-v-hemel-hempstead; 2016-10-12 00:23:32 GMT+3; 2016-10-15 15:00; e70300-dr003
Hemel Hempstead; 8/13; ; 7/10; 8/13; 3/5; 8/13; 8/13; 4/7; 4/6; ; ; ; 13/20; ; ; 8/13; 11/18; ; ; ; 11/18; 13/18; ; ; ; ; ; ; 
Draw; 3; ; 3; 11/4; 11/4; 3; 3; 3; 10/3; ; ; ; 3; ; ; 10/3; 29/10; ; ; ; 29/10; 3; ; ; ; ; ; ; 
