META; english/fa-cup/peterborough-v-chesham; 2016-10-30 20:24:14 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 2/9; 1/4; ; 2/9; ; 1/5; ; ; ; 2/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5; 5; 5; ; 5; ; 5; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chesham; 19/2; 10; 10; ; 9; ; 11; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-10-31 00:22:49 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 2/9; 1/4; ; 2/9; ; 1/5; ; ; ; 2/9; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 15/2; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 16:21:55 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/7; 1/5; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 5; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 15/2; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 18:34:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 21/5; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 19:47:30 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 21/5; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 20:23:58 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; ; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 21/5; 
Chesham; ; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 21:47:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; ; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 21/5; 
Chesham; ; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 23:47:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; ; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; ; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 00:22:16 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 01:00:19 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 01:46:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 03:46:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 04:22:16 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 05:46:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 06:35:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 07:46:56 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 08:22:25 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 09:46:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 11:47:30 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 12:25:34 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 13:13:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 4; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 24/5; 4; 
Chesham; 19/2; 9; 10; 9; 10; ; 11; 10; 10; 9; 10; 11; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 10; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 13:46:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 2/7; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/9; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 1/7; 
Draw; 5; 5; 19/4; 5; 11/2; ; 11/2; 11/2; 21/4; 5; 5; 9/2; ; 11/2; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 7/2; 4; 
Chesham; 19/2; 9; 9; 9; 10; ; 11; 10; 10; 9; 10; 12; ; 11; 9; ; ; ; 9; ; ; ; ; ; ; ; 36/5; 38/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 15:47:03 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/5; 1/4; 2/9; 1/4; 1/4; ; 2/9; 2/9; 1/4; 2/9; 2/7; 2/9; ; 2/11; 1/5; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 2/13; 
Draw; 11/2; 5; 11/2; 9/2; 11/2; ; 11/2; 11/2; 11/2; 11/2; 5; 9/2; ; 11/2; 11/2; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 3; 
Chesham; 12; 9; 12; 10; 10; ; 12; 10; 11; 12; 10; 12; ; 16; 11; ; ; ; 9; ; ; ; ; ; ; ; 52/5; 1/4; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 16:24:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/5; 1/4; 1/5; 1/4; 1/4; ; 2/9; 2/9; 1/5; 1/5; 2/9; 2/9; ; 2/11; 1/5; ; ; ; 1/5; ; ; ; ; ; ; ; 2/9; 2/13; 
Draw; 11/2; 5; 11/2; 5; 11/2; ; 11/2; 11/2; 6; 11/2; 11/2; 9/2; ; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; ; ; 7/2; 3; 
Chesham; 12; 9; 12; 9; 10; ; 21/2; 10; 11; 12; 11; 12; ; 16; 11; ; ; ; 11; ; ; ; ; ; ; ; 52/5; 1/4; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 17:46:49 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Peterborough; 1/18; ; ; ; ; ; ; ; ; 1/12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chesham; 33; ; ; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-05 18:38:38 GMT+2; 2016-11-05 15:00; In Play; e70300-dr003
Peterborough; 1/80; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 22; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chesham; 125; ; ; ; ; ; ; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
