META; english/fa-cup/hadley-v-kings-langley; 2016-09-10 00:26:03 GMT+3; 2016-09-17 15:00; e70300-dr003
META; english/fa-cup/hadley-v-kings-langley; 2016-09-12 12:25:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-12 16:25:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-12 20:26:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-13 04:25:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-13 12:26:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-13 16:28:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-13 20:27:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 00:25:24 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 04:24:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 08:24:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 12:25:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 16:25:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-14 20:26:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 00:24:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 04:24:26 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 08:23:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 12:24:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; ; ; 20/23; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hadley; 23/10; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 16:25:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-15 20:26:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 00:23:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 04:23:17 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 08:22:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 12:21:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; ; 10/11; ; ; ; ; ; ; ; 11/13; 5/6; ; ; ; 5/6; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; 1/16; ; 
Draw; 14/5; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; 14/5; ; ; ; 14/5; ; ; ; ; 2/9; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 16:23:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; ; ; 10/11; ; ; ; ; ; ; ; 11/13; 5/6; ; ; ; 5/6; ; ; ; ; 1/25; ; 
Hadley; 23/10; ; ; ; 5/2; ; ; ; 13/5; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; 1/33; ; 
Draw; 14/5; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 3; 14/5; ; ; ; 14/5; ; ; ; ; 2/9; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-16 20:25:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; ; 5/6; 10/11; ; ; ; ; ; ; ; 11/13; 5/6; ; ; ; 5/6; ; ; ; ; 8/13; ; 
Hadley; 23/10; ; ; ; 5/2; ; ; 23/10; 13/5; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; 7/4; ; 
Draw; 14/5; ; ; ; 3; ; ; 11/4; 3; ; ; ; ; ; ; ; 3; 11/4; ; ; ; 11/4; ; ; ; ; 2; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 00:24:39 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; 5/6; 10/11; ; ; ; ; ; ; ; 11/13; 5/6; ; ; ; 5/6; ; ; ; ; 1/16; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; 23/10; 13/5; ; ; ; ; ; ; ; 5/2; 12/5; ; ; ; 12/5; ; ; ; ; 1/10; ; 
Draw; 14/5; ; ; ; 3; ; 3; 11/4; 3; ; ; ; ; ; ; ; 3; 27/10; ; ; ; 27/10; ; ; ; ; 2/9; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 04:33:42 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; ; ; ; 9/10; ; 20/23; 5/6; 10/11; ; ; ; ; ; ; ; 11/13; 5/6; ; ; ; 5/6; ; ; ; ; 1/16; ; 
Hadley; 23/10; ; ; ; 5/2; ; 13/5; 23/10; 13/5; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; 1/16; ; 
Draw; 14/5; ; ; ; 3; ; 3; 11/4; 3; ; ; ; ; ; ; ; 3; 11/4; ; ; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 08:25:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; 4/5; ; ; 9/10; ; 20/23; 5/6; 10/11; ; ; 20/23; ; ; 10/11; ; 10/11; 5/6; ; ; ; 5/6; ; ; ; ; 5/6; ; 
Hadley; 23/10; 5/2; ; ; 13/5; ; 13/5; 23/10; 13/5; ; ; 13/5; ; ; 14/5; ; 5/2; 23/10; ; ; ; 23/10; ; ; ; ; 13/5; ; 
Draw; 14/5; 13/5; ; ; 3; ; 3; 11/4; 3; ; ; 12/5; ; ; 27/10; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 5/2; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 12:25:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; 4/5; ; ; 9/10; ; 20/23; 5/6; 10/11; ; ; 20/23; ; ; 10/11; ; 10/11; 5/6; ; ; ; 5/6; ; ; ; ; 5/6; ; 
Hadley; 23/10; 5/2; ; ; 13/5; ; 13/5; 23/10; 13/5; ; ; 13/5; ; ; 14/5; ; 5/2; 23/10; ; ; ; 23/10; ; ; ; ; 13/5; ; 
Draw; 14/5; 13/5; ; ; 3; ; 3; 11/4; 3; ; ; 12/5; ; ; 27/10; ; 14/5; 27/10; ; ; ; 27/10; ; ; ; ; 5/2; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 16:24:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Kings Langley; 5/6; 5/6; 19/20; ; 9/10; ; 20/23; 5/6; 10/11; ; ; 20/23; ; ; 5/6; ; 10/11; 5/6; ; ; ; 5/6; ; ; ; ; 2/11; ; 
Hadley; 23/10; 12/5; 14/5; ; 13/5; ; 13/5; 23/10; 13/5; ; ; 13/5; ; ; 13/5; ; 5/2; 23/10; ; ; ; 23/10; ; ; ; ; 9/5; ; 
Draw; 14/5; 13/5; 13/5; ; 3; ; 3; 11/4; 3; ; ; 12/5; ; ; 12/5; ; 14/5; 27/10; ; ; ; 27/10; ; ; ; ; 1/100; ; 
META; english/fa-cup/hadley-v-kings-langley; 2016-09-17 19:45:47 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Kings Langley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hadley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
