META; english/fa-cup/macclesfield-v-oxford; 2016-11-18 20:25:33 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 11/20; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 3; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-19 00:24:08 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-19 04:23:48 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-19 08:24:21 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-19 12:25:28 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-19 16:25:25 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-20 00:25:10 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/macclesfield-v-oxford; 2016-11-20 04:23:39 GMT+2; 2016-12-02 19:55; e70300-dr003
Oxford; 4/7; 8/13; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 31/10; 11/4; ; ; ; ; 29/10; ; ; ; 11/4; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; ; ; ; ; 22/5; ; ; ; 19/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
