META; english/fa-cup/beaconsfield-v-brackley; 2016-10-10 16:23:34 GMT+3; 2016-10-15 15:00; e70300-dr003
Brackley; 4/9; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Beaconsfield; 4; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/beaconsfield-v-brackley; 2016-10-10 20:24:39 GMT+3; 2016-10-15 15:00; e70300-dr003
Brackley; 4/9; ; 1/2; ; 4/9; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 10/3; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Beaconsfield; 4; ; 11/2; ; 9/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/beaconsfield-v-brackley; 2016-10-11 00:22:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Brackley; 4/9; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 10/3; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Beaconsfield; 4; ; 11/2; ; 4; ; 22/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/beaconsfield-v-brackley; 2016-10-11 04:22:48 GMT+3; 2016-10-15 15:00; e70300-dr003
Brackley; 4/9; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 10/3; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Beaconsfield; 4; ; 11/2; ; 4; ; 22/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/beaconsfield-v-brackley; 2016-10-11 08:23:05 GMT+3; 2016-10-15 15:00; e70300-dr003
Brackley; 4/9; ; 1/2; ; 4/9; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; 10/3; ; 16/5; ; 7/2; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Beaconsfield; 4; ; 11/2; ; 4; ; 22/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
