META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-24 20:24:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 00:24:02 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 04:23:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 08:24:10 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 12:24:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 16:24:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-26 20:25:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-27 04:24:25 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-27 08:24:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-27 16:29:13 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-27 20:25:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 00:24:51 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 04:23:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 08:23:04 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 12:24:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 16:23:59 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Winchester City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-28 20:24:33 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Winchester City; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-29 00:23:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Winchester City; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-29 04:23:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Winchester City; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-29 12:23:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Winchester City; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-29 16:40:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Winchester City; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-29 20:23:23 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; 4/11; ; 
Winchester City; 16/5; ; ; ; 18/5; ; 19/5; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; 7/2; ; ; ; 19/5; ; 19/5; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 00:23:02 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; 1/2; ; 8/15; ; ; ; ; ; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; ; 7/2; ; 18/5; ; ; ; ; ; ; ; 29/10; ; 7/2; ; ; ; ; ; ; ; ; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; ; 4; ; 4; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 04:22:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 1/2; ; 
Draw; 7/2; 16/5; ; ; 7/2; ; 18/5; ; ; ; ; ; ; ; 29/10; ; 7/2; 17/5; ; ; ; 17/5; ; ; ; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; ; 4; ; 4; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 08:22:08 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 1/2; ; 
Draw; 7/2; 16/5; ; ; 7/2; ; 7/2; ; ; ; ; ; ; ; 29/10; ; 7/2; 17/5; ; ; ; 17/5; ; ; ; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; ; 4; ; 21/5; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 12:23:59 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 8/15; 4/7; ; 11/20; ; ; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 1/2; ; 
Draw; 7/2; 16/5; ; 14/5; 7/2; ; 7/2; ; ; ; ; ; ; ; 29/10; ; 7/2; 17/5; ; ; ; 17/5; ; ; ; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 15/4; 4; ; 21/5; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 16:23:59 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 8/15; 1/2; ; 1/2; ; ; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 1/2; ; 
Draw; 7/2; 16/5; ; 14/5; 16/5; ; 7/2; ; ; ; ; ; ; ; 29/10; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 7/2; ; 18/5; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-30 20:25:04 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; ; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 00:23:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 01:06:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 01:47:54 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 03:47:37 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 04:23:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 4/7; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 05:47:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 06:36:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 07:47:45 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 08:23:49 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 09:47:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 11:47:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; ; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; ; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; ; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 12:23:38 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; ; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; ; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; ; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 13:06:20 GMT+3; 2016-10-01 15:00; e70300-dr003
