META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-24 20:24:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Handsworth Parramore; 16/5; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-29 20:23:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; 1/25; ; 
Handsworth Parramore; 16/5; ; ; ; 18/5; ; 19/5; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 7/2; ; ; ; 19/5; ; 19/5; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 00:23:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 1/2; ; 8/15; ; ; ; ; ; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; ; 18/5; ; 18/5; ; ; ; ; ; ; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; ; 4; ; 21/5; ; ; ; ; ; ; ; 19/5; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 04:22:33 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; 1/2; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; ; 18/5; ; 18/5; ; ; ; ; ; ; ; 3; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; ; 4; ; 4; ; ; ; ; ; ; ; 19/5; ; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 08:22:24 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; 1/2; ; 4/7; 8/15; ; ; ; 8/15; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; ; 18/5; ; 18/5; ; ; ; ; ; ; ; 3; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; 14/5; ; 
Handsworth Parramore; 16/5; 7/2; ; ; 19/5; ; 4; ; ; ; ; ; ; ; 19/5; ; 7/2; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 12:24:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 8/15; 4/7; ; 11/20; ; ; ; ; ; ; ; 1/2; ; 4/7; 8/15; ; ; ; 8/15; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; 3; 18/5; ; 18/5; ; ; ; ; ; ; ; 3; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; 14/5; ; 
Handsworth Parramore; 16/5; 7/2; ; 7/2; 19/5; ; 4; ; ; ; ; ; ; ; 19/5; ; 7/2; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 16:24:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; ; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 4/9; ; 
Draw; 7/2; 16/5; ; 14/5; 16/5; ; 7/2; ; ; ; ; ; ; ; 3; ; 7/2; 7/2; ; ; ; 7/2; ; ; ; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 4; 7/2; ; 15/4; ; ; ; ; ; ; ; 19/5; ; 4; 16/5; ; ; ; 16/5; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-09-30 20:25:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; 16/5; ; 16/5; 16/5; ; 18/5; ; ; ; ; ; ; ; 3; 4; 7/2; 38/11; ; ; ; 38/11; ; ; 15/4; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 4; 7/2; ; 18/5; ; ; ; ; ; ; ; 19/5; 4; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 00:24:06 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; 16/5; ; 16/5; 16/5; ; 7/2; ; ; ; ; ; ; ; 3; 4; 7/2; 38/11; ; ; ; 38/11; ; ; 15/4; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 4; 7/2; ; 15/4; ; ; ; ; ; ; ; 19/5; 4; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 04:23:37 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; 16/5; ; 16/5; 16/5; ; 7/2; ; ; ; ; ; ; ; 3; 4; 7/2; 38/11; ; ; ; 38/11; ; ; 15/4; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 4; 7/2; ; 15/4; ; ; ; ; ; ; ; 19/5; 4; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 08:24:05 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; 16/5; ; 16/5; 16/5; ; 7/2; ; ; ; ; ; ; ; 3; 4; 7/2; 57/17; ; ; ; 57/17; ; ; 15/4; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 4; 7/2; ; 15/4; ; ; ; ; ; ; ; 19/5; 4; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 12:23:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 8/15; ; ; ; 8/15; ; ; 4/7; ; 4/9; ; 
Draw; 7/2; 16/5; ; 16/5; 16/5; ; ; ; ; ; ; ; ; ; 3; 4; 7/2; 57/17; ; ; ; 57/17; ; ; 15/4; ; 14/5; ; 
Handsworth Parramore; 16/5; 15/4; ; 15/4; 7/2; ; ; ; ; ; ; ; ; ; 19/5; 4; 4; 13/4; ; ; ; 13/4; ; ; ; ; 7/2; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 16:24:56 GMT+3; 2016-10-01 15:00; e70300-dr003
Lincoln Utd; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; ; ; ; 1/2; 8/15; 8/15; 5/9; ; ; ; 8/15; ; ; 4/7; ; 2/5; ; 
Handsworth Parramore; 16/5; 7/2; ; 15/4; 10/3; ; 18/5; ; ; ; ; ; ; ; 19/5; 4; 7/2; 41/13; ; ; ; 13/4; ; ; ; ; 12/5; ; 
Draw; 7/2; 10/3; ; 16/5; 10/3; ; 18/5; ; ; ; ; ; ; ; 3; 4; 4; 17/5; ; ; ; 57/17; ; ; 15/4; ; 13/5; ; 
META; english/fa-cup/lincoln-utd-v-handsworth-parramore; 2016-10-01 17:47:38 GMT+3; 2016-10-01 15:00; In Play; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lincoln Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/13; ; 
Handsworth Parramore; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
