META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-10 00:25:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-11 20:25:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 00:23:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 04:24:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 08:23:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 12:24:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 16:24:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-12 20:25:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-13 04:24:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-13 12:26:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-13 16:26:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-13 20:26:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-14 00:24:42 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-14 04:23:37 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-14 08:24:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-14 16:24:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-14 20:25:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 00:23:39 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 04:23:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 08:23:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 12:23:59 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bedworth Utd; 8/5; ; ; ; ; ; 9/5; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; ; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 16:24:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-15 20:25:05 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 00:22:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 04:22:31 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 08:22:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 12:21:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; 3; ; ; ; ; ; ; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 1/100; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 16:23:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; ; ; ; 9/5; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; ; ; 3; ; ; ; ; ; ; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 1/100; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-16 20:24:42 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; 11/10; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 5/6; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; 31/20; ; ; 9/5; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 5/4; ; 
Draw; 3; ; ; ; 16/5; 3; ; ; 3; ; ; ; ; ; ; ; 3; 3; ; ; ; 3; ; ; ; ; 9/4; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 00:23:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/14; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; 31/20; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; 28/17; ; ; ; 28/17; ; ; ; ; 1/14; ; 
Draw; 3; ; ; ; 16/5; 3; 16/5; ; 3; ; ; ; ; ; ; ; 3; 37/13; ; ; ; 37/13; ; ; ; ; 1/100; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 04:32:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/14; ; 
Bedworth Utd; 8/5; ; ; ; 7/4; 31/20; 9/5; ; 9/5; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/14; ; 
Draw; 3; ; ; ; 16/5; 3; 16/5; ; 3; ; ; ; ; ; ; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 1/100; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 08:24:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; ; ; ; 6/5; 11/10; 6/5; ; 6/5; ; ; 6/5; ; ; 5/4; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 23/20; ; 
Bedworth Utd; 8/5; ; ; ; 9/5; 31/20; 9/5; ; 9/5; ; ; 9/5; ; ; 19/10; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 7/4; ; 
Draw; 3; ; ; ; 3; 3; 3; ; 3; ; ; 12/5; ; ; 27/10; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 5/2; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 12:24:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; 11/10; 13/10; ; 6/5; 11/10; 6/5; ; 6/5; ; ; 6/5; ; ; 5/4; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 23/20; ; 
Bedworth Utd; 8/5; 13/8; 39/20; ; 9/5; 31/20; 9/5; ; 9/5; ; ; 9/5; ; ; 19/10; ; 7/4; 28/17; ; ; ; 8/5; ; ; ; ; 7/4; ; 
Draw; 3; 14/5; 13/5; ; 3; 3; 3; ; 3; ; ; 12/5; ; ; 27/10; ; 3; 29/10; ; ; ; 56/19; ; ; ; ; 5/2; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 16:23:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Chasetown; 11/10; 11/10; 13/10; ; 6/5; 11/10; 6/5; ; 6/5; ; ; 6/5; ; ; 23/20; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 5/6; ; 
Bedworth Utd; 8/5; 13/8; 39/20; ; 9/5; 31/20; 9/5; ; 9/5; ; ; 9/5; ; ; 7/4; ; 7/4; 28/17; ; ; ; 8/5; ; ; ; ; 6/5; ; 
Draw; 3; 14/5; 13/5; ; 3; 3; 3; ; 3; ; ; 12/5; ; ; 12/5; ; 3; 29/10; ; ; ; 56/19; ; ; ; ; 11/5; ; 
META; english/fa-cup/chasetown-v-bedworth-utd; 2016-09-17 19:45:21 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Chasetown; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bedworth Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
