META; english/fa-cup/west-ham-v-man-city; 2016-12-11 20:23:43 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 00:22:30 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 04:22:32 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 08:22:42 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 12:15:51 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 16:23:55 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-12 20:24:53 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 00:23:30 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 04:23:33 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 08:24:00 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 12:24:16 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 16:25:59 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-13 20:26:13 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 00:23:31 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 04:23:21 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 08:23:26 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 12:24:44 GMT+2; 2017-01-07 15:00; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 16:24:02 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-14 20:24:52 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 00:22:49 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 04:22:51 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 08:22:45 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 12:35:41 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 16/5; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 16:22:58 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-15 20:23:13 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-16 00:22:41 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-16 04:23:02 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-16 08:22:38 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-16 12:24:31 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-16 16:25:53 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; ; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 16/5; ; ; ; ; 3; ; ; ; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 00:23:58 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 15/4; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 04:24:20 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 15/4; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 08:24:14 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 4/5; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 7/2; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 12:24:29 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 4/5; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 7/2; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 16:24:38 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 4/5; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
West Ham; ; ; ; ; ; ; 7/2; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; 13/4; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-17 20:24:03 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; 15/4; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; 3; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-18 00:25:14 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 5/6; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; 15/4; ; ; ; ; 3; ; ; 7/2; ; ; 13/4; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/west-ham-v-man-city; 2016-12-18 04:22:37 GMT+2; 2017-01-06 19:55; e70300-dr003
Man City; ; ; ; ; ; ; 4/5; ; ; ; ; 3/4; ; ; 4/5; ; ; 11/13; ; 5/6; ; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
