META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-24 20:25:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-26 04:24:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-26 08:24:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-26 12:25:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-26 16:25:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-26 20:26:58 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-27 04:25:02 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-27 08:25:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-27 16:30:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-27 20:26:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 00:25:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 04:24:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 08:23:53 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 12:25:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 16:24:50 GMT+3; 2016-10-01 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-28 20:25:34 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 4; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Brimscombe and Thrupp; 9/2; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-29 00:24:05 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 4; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Brimscombe and Thrupp; 9/2; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-29 04:23:55 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 4; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Brimscombe and Thrupp; 9/2; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-29 12:24:40 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 4; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Brimscombe and Thrupp; 9/2; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-29 20:24:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; ; 2/5; ; 4/11; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 4; 15/4; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 4/11; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; ; 6; ; 13/2; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; 4/9; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 00:23:53 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; 1/3; ; 4/11; ; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; 4; 7/2; ; ; 4; ; 4; ; ; ; ; ; ; ; 18/5; ; 4; ; ; ; ; ; ; ; ; ; 3; ; 
Brimscombe and Thrupp; 9/2; 6; ; ; 13/2; ; 13/2; ; ; ; ; ; ; ; 6; ; 6; ; ; ; ; ; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 04:23:11 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; 1/3; ; 4/11; 6/17; ; ; ; 6/17; ; ; ; ; 3/10; ; 
Draw; 4; 15/4; ; ; 9/2; ; 9/2; ; ; ; ; ; ; ; 15/4; ; 4; 41/10; ; ; ; 41/10; ; ; ; ; 10/3; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; ; 6; ; 6; ; ; ; ; ; ; ; 6; ; 11/2; 47/10; ; ; ; 47/10; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 08:22:58 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; 1/3; ; 4/11; 6/17; ; ; ; 6/17; ; ; ; ; 3/10; ; 
Draw; 4; 15/4; ; ; 9/2; ; 9/2; ; ; ; ; ; ; ; 15/4; ; 4; 41/10; ; ; ; 41/10; ; ; ; ; 10/3; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; ; 6; ; 6; ; ; ; ; ; ; ; 6; ; 11/2; 47/10; ; ; ; 47/10; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 12:24:57 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 4/11; ; 4/11; ; ; ; ; ; ; ; 1/3; ; 4/11; 6/17; ; ; ; 6/17; ; ; ; ; 3/10; ; 
Draw; 4; 15/4; ; 7/2; 9/2; ; 9/2; ; ; ; ; ; ; ; 15/4; ; 4; 41/10; ; ; ; 41/10; ; ; ; ; 10/3; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 6; 6; ; 6; ; ; ; ; ; ; ; 6; ; 11/2; 47/10; ; ; ; 47/10; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 16:24:53 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 1/3; ; ; ; ; ; ; ; 1/3; ; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 4; ; ; ; ; ; ; ; 15/4; ; 4; 54/13; ; ; ; 54/13; ; ; ; ; 10/3; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; 6; ; 11/2; 50/11; ; ; ; 50/11; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-09-30 20:26:01 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 1/3; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 17/4; ; ; ; ; ; ; ; 15/4; 9/2; 4; 54/13; ; ; ; 54/13; ; ; 17/4; ; 10/3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; 6; 13/2; 11/2; 24/5; ; ; ; 24/5; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-10-01 00:24:52 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 1/3; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 17/4; ; ; ; ; ; ; ; 15/4; 9/2; 4; 54/13; ; ; ; 54/13; ; ; 17/4; ; 10/3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; 6; 13/2; 11/2; 24/5; ; ; ; 24/5; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-10-01 04:24:18 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 3/10; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 21/5; ; ; ; ; ; ; ; 15/4; 9/2; 4; 54/13; ; ; ; 54/13; ; ; 17/4; ; 10/3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 6; ; ; ; ; ; ; ; 6; 13/2; 11/2; 24/5; ; ; ; 24/5; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-10-01 08:24:42 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 1/3; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 17/4; ; ; ; ; ; ; ; 15/4; 9/2; 4; 77/19; ; ; ; 77/19; ; ; 17/4; ; 10/3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; 6; 13/2; 11/2; 63/13; ; ; ; 63/13; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-10-01 12:24:32 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 3/10; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 3/10; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 21/5; ; ; ; ; ; ; ; 15/4; 9/2; 4; 77/19; ; ; ; 77/19; ; ; 17/4; ; 10/3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 6; ; ; ; ; ; ; ; 6; 13/2; 11/2; 63/13; ; ; ; 63/13; ; ; ; ; 11/2; ; 
META; english/fa-cup/weymouth-v-brimscombe-and-thrupp; 2016-10-01 16:25:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Weymouth; 4/11; 1/3; ; 1/3; 1/3; ; 3/10; ; ; ; ; ; ; ; 1/3; 4/11; 4/11; 10/29; ; ; ; 10/29; ; ; 4/11; ; 1/4; ; 
Draw; 4; 15/4; ; 15/4; 19/5; ; 21/5; ; ; ; ; ; ; ; 15/4; 9/2; 4; 77/19; ; ; ; 77/19; ; ; 17/4; ; 3; ; 
Brimscombe and Thrupp FC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; 
Brimscombe and Thrupp; 9/2; 11/2; ; 11/2; 11/2; ; 6; ; ; ; ; ; ; ; 6; 13/2; 11/2; 49/10; ; ; ; 49/10; ; ; ; ; 7/2; ; 
